#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T04:32:53 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T04:32:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/203/catalog&-order=I&-out=SeqNo&-out=IDs&-out=pmX&-out=pmY&-out=e_pm&-out=Pr&-out=V&-out=B-V&-out=U-B&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1203
#Name: I/203
#Title: Proper Motions, UBV-Phot. & Spectral Class Region 7092 (Platais 1994)
#INFO	ivoid=ivo://cds.vizier/i/203	    IVOID of underlying data collection
#INFO	creator=Platais I.	    First author or institution
#INFO	cites=bibcode:1994BICDS..44....9P	    Article or Data origin sources
#INFO	original_date=1994	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/203	    Dataset landing page
#INFO	publication_date=2017-09-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	I_203_catalog:
#Name: I/203/catalog
#Title: The Catalogue in the region of NGC 7092
#Column	SeqNo	(I4)	[1/7931]+ Sequential number of the star.	[ucd=meta.id;meta.main]
#Column	IDs	(A1)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	pmX	(F6.1)	Relative proper motions in X (2)	[ucd=pos.pm]
#Column	pmY	(F6.1)	Relative proper motions in Y (2)	[ucd=pos.pm]
#Column	e_pm	(F4.1)	Mean standard error of proper motions (6)	[ucd=stat.error]
#Column	Pr	(I3)	Calculated membership probabilities (7)	[ucd=stat.fit.goodness]
#Column	V	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	U-B	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	RAJ2000	(A11)	Right Ascension (hours), Equinox=J2000 and Epoch=J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (degrees)	[ucd=pos.eq.dec;meta.main]
SeqNo;IDs;pmX;pmY;e_pm;Pr;V;B-V;U-B;RAJ2000;DEJ2000
2367; ;   0.9;   1.3; 1.7;  0;13.50; 1.48; 0.95;21 30 14.02;+48 27 14.6
2368; ;  -0.3;   4.3; 2.5;  0;15.35; 0.61; 0.26;21 30 15.04;+48 10 54.8
2369; ;   4.2;   4.1; 1.8;  0;13.14; 1.42; 1.05;21 30 11.31;+49 12 16.0
2370; ;  -5.3;   0.3; 1.8;  0;14.97; 0.30; 0.31;21 30 15.06;+48 11 38.5
2371; ;  -2.0;   1.0; 1.5;  0;13.54; 0.66; 0.47;21 30 14.59;+48 20 18.1
2372; ;  -1.3;  -1.2; 1.5;  0;13.82; 0.41; 0.39;21 30 16.00;+47 57 09.7
2373; ;   5.1;   7.3; 2.1;  0;14.50; 0.82; 0.35;21 30 15.20;+48 13 59.1
2374; ; -11.1;   6.2; 2.9;  0;14.56; 1.32; 0.85;21 30 14.83;+48 21 23.2
2375; ;  -0.6;   5.1; 2.6;  0;15.30; 0.65; 0.21;21 30 16.78;+47 52 29.0
2376; ;  10.4;  53.8; 2.8;  0;14.11; 1.59; 1.07;21 30 12.72;+49 01 25.3
2377; ;   1.0;   6.3; 3.2;  0;14.87; 1.14; 0.59;21 30 13.27;+48 52 53.6
2378; ;  -2.6;  -1.0; 2.9;  0;15.20; 0.59; 0.29;21 30 17.78;+47 38 21.2
2379; ;   4.9;  -3.9; 1.6;  0;13.41; 0.68; 0.19;21 30 13.04;+48 58 39.4
2380; ;   0.4;  -5.2; 2.0;  0;14.40; 0.80; 0.45;21 30 16.73;+47 57 07.4
2381; ;  -0.5;   1.8; 2.6;  0;14.87; 0.48; 0.43;21 30 14.19;+48 39 24.9
2382; ;  -0.9;   4.9; 2.2;  0;14.96; 0.60; 0.43;21 30 15.00;+48 26 39.1
2383; ;  -3.1;  -0.7; 1.5;  0;13.75; 0.45; 0.40;21 30 16.47;+48 02 35.5
2384; ;  -3.7;  -1.7; 1.6;  0;13.80; 0.88; 0.29;21 30 14.27;+48 39 15.7
2385; ;   3.0;   5.8; 1.8;  0;14.38; 0.66; 0.34;21 30 13.55;+48 52 42.3
2386; ;  -5.4;  -0.5; 3.0;  0;14.92; 1.08; 0.38;21 30 16.40;+48 04 30.3
2387; ;   0.3;  -1.9; 2.7;  0;13.92; 0.65; 0.19;21 30 18.46;+47 30 49.1
2388; ;  -2.5;  -4.6; 3.0;  0;15.22; 0.60; 0.17;21 30 18.53;+47 29 26.1
2389; ;   5.6;   0.8; 2.2;-99;14.83; 0.29; 0.32;21 30 13.28;+48 59 59.3
2390; ;  -0.7;   1.6; 1.8;  0;14.39; 0.53; 0.27;21 30 13.21;+49 01 47.0
2391; ;   3.4;   1.4; 2.3;  0;13.88; 1.53; 1.49;21 30 17.23;+47 56 15.6
2392; ; -10.5;   2.1; 2.7;  0;15.51; 0.47; 0.40;21 30 13.92;+48 49 42.6
2393; ;  -1.5;  -8.6; 3.4;  0;14.38; 1.58; 1.42;21 30 13.88;+48 51 42.2
2394; ;   8.5;   8.4; 2.1;  0;14.71; 0.72; 0.11;21 30 17.24;+47 57 53.3
2395; ;  -4.4;   2.2; 2.6;  0;14.54; 0.84; 0.26;21 30 18.37;+47 38 55.8
2396; ;  -1.2;   2.1; 2.1;  0;14.44; 0.68; 0.38;21 30 17.65;+47 51 43.3
2397; ;  -1.1;   1.3; 1.7;  0;14.37; 0.50; 0.36;21 30 14.30;+48 48 44.4
2398; ;  -3.1;   3.8; 2.4;  0;14.88; 0.60; 0.28;21 30 13.79;+48 57 18.8
2399; ;  -0.5;  -1.9; 1.7;  0;13.15; 0.18;-0.21;21 30 13.78;+48 57 54.3
2400; ;   3.5;  -3.4; 1.7;  0;14.26; 0.67; 0.18;21 30 15.53;+48 30 39.4
2401; ;  -6.7;  -4.1; 2.9;  0;15.01; 0.92; 0.25;21 30 15.20;+48 34 50.6
2402; ;  -2.7;  -0.1; 1.7;  0;12.47; 1.94; 1.95;21 30 13.72;+49 01 19.8
2403; ;  -2.8;   2.4; 1.6;  0;13.93; 0.56; 0.39;21 30 17.90;+47 53 54.9
2404; ;  -0.5;  -0.4; 1.9;  0;14.63; 0.46; 0.41;21 30 13.80;+49 02 41.0
2405; ;   1.2; -23.1; 1.8;  0;14.14; 0.73; 0.24;21 30 18.46;+47 46 07.7
2406; ;  30.8;  18.7; 2.9;  0;14.41; 0.97; 0.91;21 30 14.47;+48 58 35.6
2407; ;  -5.7;   4.7; 2.0;  0;13.85; 1.27; 0.87;21 30 17.91;+47 55 58.6
2408; ;   0.4;  -2.9; 2.5;  0;14.15; 1.58; 1.15;21 30 17.68;+48 01 20.9
2409; ;  -1.8;   0.0; 3.0;  0;15.63; 0.94; 0.19;21 30 16.10;+48 28 00.7
2410; ;   4.4;   1.5; 3.6;  0;15.05; 0.53; 0.28;21 30 19.59;+47 30 14.7
2411; ;   0.3;   0.5; 2.2;  0;12.94; 0.57; 0.41;21 30 13.32;+49 15 01.5
2412; ;   2.5;   1.4; 1.4;  0;11.24; 0.50; 0.22;21 30 18.00;+47 58 12.1
2413; ;   0.0;  -1.8; 1.5;  0;13.56; 0.68; 0.15;21 30 18.41;+47 51 05.0
2414; ;   6.8;   3.2; 1.9;  0;13.04; 0.71; 0.56;21 30 13.55;+49 12 59.6
2415; ;  -1.9;  -7.5; 3.3;  0;15.56; 0.59; 0.25;21 30 14.17;+49 04 18.5
2416; ;  -3.0;  -3.0; 1.4;  0;13.60; 0.55; 0.35;21 30 17.95;+48 03 01.5
2417; ;   0.5;   0.5; 1.8;  0;14.09; 0.49; 0.49;21 30 14.06;+49 08 58.3
2418; ;  -1.2;   3.9; 2.9;  0;14.97; 0.52; 0.44;21 30 14.57;+49 00 58.4
2419; ;  -2.0;   2.2; 1.7;  0;13.04; 1.37; 1.07;21 30 19.75;+47 35 15.1
2420; ; -10.7; -20.6; 1.5;  0;11.42; 1.33; 1.45;21 30 18.72;+47 52 01.6
2421; ;   1.3;   0.8; 1.4;  0;13.70; 0.35; 0.33;21 30 16.11;+48 41 25.8
2422; ;   0.5;  -0.3; 2.2;  0;13.77; 1.38; 0.91;21 30 19.56;+47 43 44.0
2423; ;  -9.0;  -2.7; 2.4;  0;14.82; 0.61; 0.26;21 30 15.00;+48 59 07.9
2424; ;  -2.6;   5.5; 3.0;  0;15.05; 0.85; 0.36;21 30 17.80;+48 14 26.7
2425; ; -12.9;  -7.7; 1.9;  0;13.26; 0.77; 0.25;21 30 14.08;+49 14 40.5
2426; ;  -5.2;   1.9; 2.2;  0;15.07; 0.50; 0.33;21 30 17.68;+48 18 34.0
2427; ;   3.1;   0.9; 1.4;  0;13.62; 0.50; 0.34;21 30 19.03;+47 57 13.2
2428; ;  -3.6;   0.7; 2.2;  0;14.17; 1.17; 0.55;21 30 19.52;+47 49 11.2
2429; ;   6.3;  -2.4; 3.1;  0;15.62; 0.75; 0.09;21 30 16.12;+48 49 11.2
2430; ;  -6.0;  -3.9; 2.6;  0;11.82; 0.29;-0.02;21 30 20.83;+47 28 11.6
2431; ;   1.1;   5.4; 1.8;  0;14.30; 0.67; 0.29;21 30 15.09;+49 06 10.0
2432; ;  -3.3;  -0.3; 2.8;  0;15.44; 0.63; 0.25;21 30 16.33;+48 47 09.8
2433;*;  -2.9;  -5.4; 1.4;  0; 9.73; 0.96; 0.62;21 30 17.26;+48 36 42.5
2434; ;   2.9;   2.0; 3.0;  0;15.31; 0.86; 0.22;21 30 18.79;+48 12 23.1
2435;*;   0.3;   3.2; 1.3;  0;12.15; 0.38; 0.45;21 30 18.76;+48 12 57.9
2436; ; -10.7;  -1.8; 1.7;  0;13.58; 1.15; 0.71;21 30 16.31;+48 54 12.0
2437; ;   1.0;   3.8; 1.7;  0;14.46; 0.59; 0.38;21 30 17.06;+48 43 37.0
2438; ;  -4.3;  -2.8; 1.6;  0;13.75; 0.42; 0.48;21 30 15.67;+49 06 56.5
2439; ;  -6.0;  -1.6; 2.1;  0;13.43; 1.52; 1.12;21 30 20.53;+47 45 01.6
2440; ;  -2.4;   1.5; 2.5;  0;14.98; 0.83; 0.15;21 30 19.35;+48 06 33.7
2441; ;  -4.0;   0.0; 3.0;  0;15.56; 0.82; 0.22;21 30 17.07;+48 45 12.3
2442; ;  -0.8;   0.5; 1.4;  0;13.45; 0.33;-0.12;21 30 19.31;+48 08 12.4
2443; ;   2.6;   0.9; 1.8;  0;14.52; 0.82; 0.32;21 30 18.35;+48 27 21.2
2444; ;   0.0;  -0.7; 1.5;  0;12.38; 0.59; 0.13;21 30 20.41;+47 54 36.3
2445; ;  -2.2;   2.9; 1.7;  0;14.54; 0.43; 0.56;21 30 19.63;+48 09 27.5
2446; ;   4.9;   3.1; 2.7;  0;14.79; 0.93; 0.27;21 30 18.23;+48 35 06.2
2447; ;  -0.9;  -2.7; 2.4;  0;15.44; 0.44; 0.30;21 30 17.41;+48 48 09.9
2448; ;  -3.3;   1.7; 2.3;-99;15.03; 0.34; 0.48;21 30 16.78;+48 58 23.8
2449; ;   0.8;   1.1; 2.3;  0;14.77; 0.46; 0.35;21 30 16.75;+49 00 07.7
2450; ;  -2.2;   1.3; 2.7;  0;13.00; 1.30; 0.93;21 30 21.94;+47 31 40.7
2451;*;  -5.5; -17.5; 1.7; 97; 7.37;-0.01;-0.06;21 30 18.93;+48 23 26.7
2452; ;  -2.8;   0.6; 2.7;  0;14.80; 0.78; 0.14;21 30 19.84;+48 09 31.5
2453; ;  -3.2;   0.3; 2.6;  0;14.03; 1.17; 0.92;21 30 17.02;+48 56 55.3
2454; ;  -1.6;   3.5; 2.9;  0;15.23; 0.58; 0.11;21 30 20.46;+48 00 12.8
2455; ;  -0.7;  -2.2; 3.0;  0;15.39; 0.71; 0.24;21 30 19.90;+48 10 14.2
2456; ;   2.9;   0.2; 3.0;  0;15.52; 0.63; 0.48;21 30 18.45;+48 35 26.2
2457; ;   0.2;  -0.1; 1.7;  0;14.38; 0.77; 0.30;21 30 18.75;+48 30 02.9
2458; ;   1.0;   2.3; 1.6;  0;13.24; 0.46; 0.51;21 30 17.83;+48 46 31.1
2459; ;   3.9;   2.1; 1.7;  0;14.14; 0.52; 0.31;21 30 21.41;+47 47 09.5
2460; ;  -0.7;   1.9; 1.6;  0;13.46; 0.51; 0.51;21 30 17.87;+48 47 08.8
2461; ;  -3.6;  -2.8; 3.0;  0;14.24; 1.84; 1.48;21 30 19.10;+48 26 17.1
2462; ; -11.8;  -3.2; 2.7;  0;15.15; 1.05; 0.09;21 30 19.55;+48 18 42.1
2463; ;   1.7;   2.0; 2.3;  0;15.16; 0.55; 0.43;21 30 20.97;+47 57 17.0
2464; ;   5.6; -13.0; 3.5;  0;14.29; 1.26; 0.89;21 30 16.96;+49 05 40.5
2465; ;   5.5;   2.0; 2.8;  0;14.96; 0.59; 0.13;21 30 16.96;+49 07 10.2
2466; ;  -1.8;  -1.3; 1.7;  0;12.09; 1.53; 1.61;21 30 17.59;+48 56 47.4
2467; ;   0.2;   1.7; 1.4;  0;12.06; 1.98; 2.19;21 30 20.82;+48 02 44.7
2468; ;  -5.1;   1.7; 2.7;  0;15.29; 0.84; 0.12;21 30 21.90;+47 44 59.6
2469; ;  -0.6;  -1.2; 1.6;  0;13.93; 0.32; 0.27;21 30 22.30;+47 40 33.9
2470; ;  -9.1; -21.2; 2.9;  0;14.68; 1.35; 0.92;21 30 21.98;+47 45 39.9
2471; ;  -5.0;   2.3; 2.7;  0;13.75; 0.92; 0.36;21 30 16.52;+49 19 40.9
2472; ;  -2.7;  -0.8; 3.0;  0;15.25; 0.81; 0.16;21 30 20.80;+48 09 11.1
2473; ;   5.1;   4.4; 2.6;  0;14.44; 1.27; 0.93;21 30 18.71;+48 45 51.9
2474; ;   0.2;   3.6; 2.3;  0;14.80; 0.62; 0.24;21 30 18.39;+48 51 00.0
2475; ;   4.2;  -1.9; 3.0;  0;15.41; 0.71; 0.29;21 30 19.29;+48 36 42.2
2476; ;  -3.2;  -0.2; 2.6;  0;14.02; 1.25; 0.97;21 30 22.64;+47 38 16.2
2477; ;  -1.3;  -1.8; 1.6;  0;14.00; 0.38; 0.47;21 30 18.58;+48 49 16.6
2478; ;  -6.4;  -3.5; 2.5;  0;14.97; 0.72; 0.15;21 30 18.30;+48 57 21.1
2479; ;   3.1;   0.6; 2.0;  0;14.23; 0.81; 0.35;21 30 17.46;+49 12 46.2
2480; ;  -2.9;  -0.5; 1.6;  0;14.01; 0.72; 0.43;21 30 20.74;+48 18 10.0
2481; ;  -3.1;  -0.2; 2.5;  0;14.96; 1.01; 0.26;21 30 19.81;+48 36 03.7
2482; ;   0.4;   7.5; 3.0;  0;15.14; 0.86; 0.32;21 30 21.11;+48 15 03.2
2483; ;  -4.4;  -3.2; 2.5;  0;15.08; 1.04; 0.44;21 30 20.61;+48 24 28.5
2484; ;   0.9;   3.4; 2.5;  0;15.03; 0.71; 0.41;21 30 20.95;+48 19 38.9
2485; ;  -0.4;  14.6; 2.5;  0;15.93; 0.69; 0.44;21 30 19.81;+48 39 50.3
2486; ;  -9.4;  -6.7; 2.3;  0;14.85; 0.80; 0.19;21 30 22.22;+47 57 56.6
2487; ;   0.4;  -4.0; 3.3;  0;14.87; 1.09; 0.37;21 30 18.34;+49 05 34.6
2488; ;  -0.1;   1.8; 1.5;  0;14.04; 0.34; 0.36;21 30 19.55;+48 46 03.1
2489; ;  -2.4;  -0.4; 3.2;  0;14.47; 1.56; 0.29;21 30 20.49;+48 30 56.2
2490; ;  -3.6;  -0.5; 3.1;  0;15.30; 0.87; 0.28;21 30 19.70;+48 47 19.1
2491; ;  -2.7;  -1.8; 1.7;  0;14.37; 0.65; 0.23;21 30 22.73;+47 57 36.7
2492; ;  12.2;  -2.2; 2.5;  0;15.27; 0.78; 0.23;21 30 22.19;+48 10 06.9
2493; ;  -0.6;  -2.8; 3.0;  0;15.24; 0.74; 0.41;21 30 20.27;+48 42 17.9
2494; ;  -2.0;  -0.1; 2.5;  0;15.36; 0.63; 0.30;21 30 20.24;+48 42 54.9
2495; ;  -2.6;  -2.6; 2.4;  0;14.82; 0.59; 0.39;21 30 18.66;+49 09 17.0
2496; ;   3.9;   1.6; 2.8;  0;14.93; 0.86; 0.22;21 30 19.62;+48 57 34.9
2497; ;   1.0;   0.7; 2.6;  0;15.27; 0.86; 0.24;21 30 23.68;+47 50 04.3
2498; ;   0.5;   1.9; 2.5;  0;15.46; 0.44; 0.35;21 30 20.67;+48 42 09.8
2499; ;  -2.2;   3.5; 3.1;  0;15.02; 0.74; 0.16;21 30 20.40;+48 46 57.5
2500; ;   0.6;  -1.9; 1.8;-99;13.65; 0.33; 0.34;21 30 19.55;+49 02 24.5
2501; ;   0.4;   0.6; 3.1;  0;15.45; 0.79; 0.24;21 30 20.35;+48 48 59.6
2502; ;   2.7;  -0.4; 2.4;  0;15.45; 0.55; 0.41;21 30 22.83;+48 07 33.3
2503; ;   0.6;   1.9; 1.8;  0;14.81; 0.44; 0.25;21 30 23.28;+48 00 44.0
2504; ;  -2.5;   3.0; 3.2;  0;15.32; 0.64; 0.23;21 30 20.37;+48 51 11.1
2505; ;  -1.8;  -0.5; 1.8;  0;14.27; 0.90; 0.28;21 30 21.46;+48 32 52.9
2506; ;  -2.5;  -0.8; 2.0;  0;15.09; 0.68; 0.41;21 30 21.74;+48 28 52.9
2507; ;   1.3;   3.8; 3.2;  0;15.17; 1.13; 0.43;21 30 22.30;+48 19 53.9
2508; ;  -1.0;   1.1; 2.6;  0;14.79; 0.90; 0.30;21 30 19.96;+48 59 29.8
2509; ;   9.1;   6.9; 3.1;  0;14.94; 0.71; 0.12;21 30 20.85;+48 48 57.4
2510; ;   1.4;   3.3; 1.6;  0;14.20; 0.45; 0.54;21 30 22.63;+48 21 03.3
2511; ;  -1.6;   0.4; 2.3;  0;13.36; 1.78; 1.72;21 30 19.78;+49 11 14.8
2512; ;  -1.7;   2.6; 3.0;  0;15.01; 1.23; 0.35;21 30 22.71;+48 22 43.6
2513; ;   3.0;   3.6; 2.2;  0;14.87; 0.75; 0.40;21 30 22.22;+48 32 59.1
2514; ;  -4.9;   0.1; 3.1;  0;15.53; 0.53; 0.36;21 30 21.33;+48 47 09.3
2515; ;   4.6;  -1.7; 3.2;  0;15.32; 0.68; 0.25;21 30 21.09;+48 52 48.3
2516; ;  -4.8;   4.2; 3.0;  0;15.02; 1.07; 0.53;21 30 22.46;+48 28 02.0
2517; ;   5.8;   8.5; 1.8;  0;13.56; 1.25; 0.74;21 30 20.55;+49 07 02.5
2518; ;   1.7;   2.0; 1.7;  0;14.53; 0.46; 0.59;21 30 22.60;+48 33 24.0
2519; ;   2.9;   0.6; 2.5;  0;14.96; 0.86; 0.31;21 30 21.42;+48 54 23.0
2520; ;   0.9;   4.8; 3.0;  0;15.05; 0.99; 0.22;21 30 22.51;+48 37 19.4
2521; ;  -3.0;   1.8; 1.7;  0;14.59; 0.52; 0.31;21 30 24.80;+47 57 51.6
2522; ;  -2.0;  -0.9; 2.9;  0;14.31; 0.83; 0.02;21 30 26.31;+47 32 10.2
2523; ;  -1.5;   2.9; 1.6;  0;13.23; 1.42; 1.09;21 30 23.09;+48 29 40.3
2524; ;   5.3;   7.5; 2.3;  0;14.73; 0.93; 0.44;21 30 22.64;+48 39 19.6
2525; ;  -0.4;   6.3; 2.4;  0;13.70; 1.40; 1.36;21 30 24.04;+48 15 00.7
2526; ;   0.0;   3.4; 2.2;  0;14.85; 0.66; 0.42;21 30 24.19;+48 12 58.4
2527; ;   2.5;   3.1; 2.2;  0;15.06; 0.53; 0.29;21 30 24.75;+48 06 07.0
2528;*;  -1.2;  -5.1; 1.4;  0;12.37; 0.49; 0.49;21 30 22.99;+48 36 45.2
2529; ;  -0.8;   1.4; 2.3;  0;14.90; 0.79; 0.18;21 30 24.55;+48 10 01.6
2530; ;  -0.6;   0.8; 1.4;  0;12.94; 0.63;-0.09;21 30 23.97;+48 22 04.8
2531; ;  -2.4;  -2.7; 1.4;  0;12.60; 0.84; 0.46;21 30 23.37;+48 32 15.9
2532; ;  -2.2;  -1.7; 2.8;  0;14.82; 0.84; 0.60;21 30 22.59;+48 46 08.9
2533; ;   7.9;  -0.1; 2.5;  0;14.51; 1.34; 0.86;21 30 24.28;+48 19 45.9
2534; ;  -0.8;  -3.1; 1.6;  0;13.47; 1.40; 1.20;21 30 22.91;+48 42 07.7
2535; ;  -1.5;  -1.8; 1.9;  0;12.56; 0.44; 0.43;21 30 21.09;+49 12 54.5
2536; ;  -0.3;   3.2; 1.8;  0;14.77; 0.42; 0.32;21 30 25.62;+47 55 36.0
2537; ;   0.4;  -0.1; 1.4;  0;13.04; 0.91; 0.47;21 30 23.42;+48 34 41.3
2538; ;  -2.8;   6.5; 2.3;  0;14.81; 0.71; 0.20;21 30 22.41;+48 52 28.8
2539; ;  -1.7;  -1.5; 1.6;  0;13.14; 0.46; 0.42;21 30 26.07;+47 49 36.3
2540; ;   1.6;   2.8; 1.6;  0;13.96; 0.66; 0.39;21 30 25.10;+48 07 55.5
2541; ;  10.6;  -4.9; 3.0;  0;15.98; 0.75; 0.29;21 30 25.08;+48 11 40.1
2542; ;  -1.1;  -1.6; 3.3;  0;15.59; 0.65; 0.35;21 30 22.50;+48 54 59.9
2543; ;   4.1;   2.6; 1.6;  0;12.90; 1.31; 1.24;21 30 22.93;+48 51 52.1
2544; ;  -7.6;  -4.6; 1.7;  0;12.17; 1.28; 1.17;21 30 26.65;+47 45 08.3
2545; ;   1.6;  -0.1; 1.8;  0;14.70; 0.41; 0.44;21 30 23.33;+48 46 14.0
2546; ; -15.0;   1.4; 2.1;  0;12.63; 1.94; 2.12;21 30 21.63;+49 12 42.2
2547; ;  -1.6;   3.9; 1.7;  0;13.69; 0.69; 0.49;21 30 22.05;+49 10 30.2
2548; ;  -1.5;   7.2; 2.6;  0;15.21; 0.84; 0.20;21 30 23.38;+48 48 19.8
2549; ;   3.2;   0.7; 2.5;  0;14.86; 1.05; 0.36;21 30 25.66;+48 11 18.1
2550;*;   5.4;   2.6; 1.4;  0;12.69; 0.45; 0.39;21 30 25.46;+48 17 31.3
2551; ;  -1.3;  -2.5; 1.7;  0;12.08; 0.77; 0.70;21 30 23.00;+48 59 25.7
2552; ;  10.3;  -3.1; 2.7;  0;14.04; 1.13; 0.90;21 30 23.12;+49 00 10.6
2553; ;   5.2;   0.5; 2.9;  0;13.71; 1.47; 0.88;21 30 22.23;+49 15 01.6
2554;*;  -2.4;  -2.5; 1.5;  0;12.81; 0.51; 0.49;21 30 24.28;+48 40 12.3
2555; ;   0.2;   3.2; 2.5;  0;15.76; 0.84; 0.27;21 30 25.98;+48 10 58.0
2556; ;   1.3;  -6.7; 2.3;  0;14.93; 0.80; 0.38;21 30 25.76;+48 17 56.3
2557; ;  -1.1;   2.5; 1.9;  0;14.77; 0.64; 0.44;21 30 24.93;+48 32 22.1
2558; ;   0.0;  14.5; 2.5;  0;15.29; 0.69; 0.19;21 30 24.35;+48 43 01.2
2559; ;  -2.9;   0.4; 1.7;  0;14.60; 0.47; 0.34;21 30 25.93;+48 15 35.7
2560; ;  -6.4;  -4.0; 2.8;  0;15.06; 0.72; 0.21;21 30 28.12;+47 36 36.4
2561; ;  -6.6;   6.1; 3.5;  0;15.37; 0.86; 0.29;21 30 23.71;+48 54 24.0
2562; ;  -1.3;   3.9; 1.9;  0;14.73; 0.70; 0.50;21 30 26.00;+48 15 20.5
2563; ;   4.4;   6.1; 1.7;  0;13.65; 0.82; 0.40;21 30 23.04;+49 09 48.8
2564; ; -17.1; -13.1; 1.5;  0;11.60; 0.53;-0.04;21 30 27.75;+47 45 20.6
2565; ;  -1.6;   0.3; 1.7;  0;14.58; 0.35; 0.34;21 30 24.27;+48 49 40.6
2566; ;  -1.4;   2.4; 1.8;  0;14.44; 0.46;-0.15;21 30 24.02;+48 55 10.4
2567; ;   2.4;  -8.0; 2.7;  0;15.23; 0.73; 0.14;21 30 24.44;+48 51 18.7
2568; ;  -3.3;   4.5; 1.7;  0;14.50; 0.52; 0.31;21 30 24.71;+48 46 24.9
2569; ;   4.5;   4.1; 2.2;  0;14.09; 1.40; 1.12;21 30 26.99;+48 07 40.8
2570; ;  -1.3;   1.0; 2.8;  0;15.07; 0.61; 0.36;21 30 25.14;+48 39 16.9
2571; ;   4.9;  -0.8; 3.0;  0;14.65; 1.25; 0.56;21 30 25.68;+48 31 10.2
2572; ;   8.1;   8.4; 3.2;  0;15.94; 0.57; 0.33;21 30 24.54;+48 52 45.8
2573; ;  -4.1;  -3.1; 1.3;  0;10.46; 1.34; 1.18;21 30 27.40;+48 00 49.5
2574; ;   2.9;  -4.3; 3.0;  0;15.47; 0.83; 0.20;21 30 27.30;+48 06 00.8
2575; ;  -3.8;   5.2; 2.0;  0;13.69; 1.43; 1.39;21 30 27.40;+48 04 22.0
2576; ;  -1.5;  15.8; 3.3;  0;15.34; 0.81;-0.06;21 30 28.85;+47 39 32.4
2577; ;  -0.6;  -1.5; 2.2;  0;13.59; 1.56; 1.52;21 30 24.11;+49 03 30.0
2578; ;   0.4;   2.0; 2.9;  0;14.93; 0.90; 0.22;21 30 28.62;+47 44 11.4
2579; ;  -0.3;  -2.4; 1.8;  0;14.36; 0.42; 0.27;21 30 24.50;+48 56 54.1
2580; ;  -3.6;   3.9; 3.0;  0;13.68; 1.86; 1.78;21 30 26.48;+48 23 01.0
2581; ;  -1.3;  -0.1; 2.4;  0;15.08; 0.80; 0.40;21 30 26.20;+48 29 24.9
2582; ;  11.7;   9.9; 3.0;  0;15.13; 0.87; 0.29;21 30 27.79;+48 03 47.4
2583;*;   5.7;   5.0; 1.5;  0;12.62; 0.47; 0.58;21 30 25.50;+48 43 30.6
2584; ;  10.9;   5.2; 2.5;  0;15.04; 1.01; 0.29;21 30 25.70;+48 40 56.0
2585; ;  -1.7;   0.3; 1.8;  0;14.84; 0.51; 0.30;21 30 25.68;+48 42 08.5
2586; ;   2.5;   0.7; 2.3;  0;15.10; 0.93; 0.28;21 30 27.15;+48 17 35.4
2587; ;  -1.6;  -3.5; 1.5;  0;13.02; 0.65; 0.60;21 30 26.09;+48 38 24.8
2588; ;  -0.3;  -6.2; 2.6;  0;15.58; 0.61; 0.41;21 30 25.48;+48 49 25.4
2589; ;  -4.3;   0.3; 1.7;  0;12.99; 1.45; 0.98;21 30 24.20;+49 11 27.8
2590; ;  -5.8; -10.5; 3.2;  0;14.88; 1.19; 0.79;21 30 25.34;+48 51 47.5
2591; ;   2.5;  -0.9; 2.5;  0;15.40; 0.70; 0.37;21 30 26.29;+48 36 44.2
2592; ;  -8.9;   1.8; 1.7;  0;13.03; 1.57; 1.36;21 30 29.35;+47 40 41.4
2593; ;  -2.8;  -1.3; 1.7;  0;14.51; 0.41; 0.08;21 30 27.36;+48 18 12.4
2594; ;  -6.0;  -6.3; 1.7;  0;13.01; 0.88; 0.47;21 30 29.23;+47 44 39.7
