#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:22:37 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:22:37	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/401/531/table8&-order=I&-out=Seq&-out=NL&-out=RA2000&-out=DE2000&-out=Np&-out=pmX&-out=e_pmX&-out=pmY&-out=e_pmY&-out=Vmag&-out=B-V&-out=Prob&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_34010531
#Name: J/A+A/401/531
#Title: Proper motions in NGC 7243 (Jilinski+, 2003)
#INFO	ivoid=ivo://cds.vizier/j/a+a/401/531	    IVOID of underlying data collection
#INFO	creator=Jilinski E.G.	    First author or institution
#INFO	cites=bibcode:2003A&A...401..531J	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/401/531	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.34010531	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-09-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1949.830:	eq_FK5 J2000
#Table	J_A_A_401_531_table8:
#Name: J/A+A/401/531/table8
#Title: Star positions, proper motions, BV photometry, and membership probabilities
#Column	Seq	(I4)	[1/2623] Sequence number of the star	[ucd=meta.id]
#Column	NL	(I3)	[]? Identification from Lengauer (1)	[ucd=meta.id]
#Column	RA2000	(A11)	Right Ascension Eq=2000.0, Ep=1949.83 (3)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A11)	Declination	[ucd=pos.eq.dec;meta.main]
#Column	Np	(I2)	? Number of astrometric plate pairs used	[ucd=meta.id;instr.plate]
#Column	pmX	(F5.1)	? Relative proper motions in X	[ucd=pos.pm;pos.cartesian.x]
#Column	e_pmX	(F4.1)	? Standard error in pmX	[ucd=stat.error]
#Column	pmY	(F5.1)	? Relative proper motions in Y	[ucd=pos.pm;pos.cartesian.y]
#Column	e_pmY	(F4.1)	? Standard error in pmY	[ucd=stat.error]
#Column	Vmag	(F6.3)	? V magnitude of a star	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? (B-V) colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Prob	(I2)	? Membership probability	[ucd=stat]
#Column	_RA.icrs	(A11)	Right ascension (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A11)	Declination (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
Seq;NL;RA2000;DE2000;Np;pmX;e_pmX;pmY;e_pmY;Vmag;B-V;Prob;_RA.icrs;_DE.icrs
 638;   ;22 13 58.63;+49 43 13.8;10; -0.5; 1.0; -3.0; 0.8;14.080; 0.800; 2;22 13 58.71;+49 43 13.8
 639;   ;22 13 53.36;+49 43 10.6;10; -2.3; 0.9;  0.3; 0.4;13.340; 0.760; 0;22 13 53.44;+49 43 10.6
 640;593;22 13 49.44;+49 41 51.5;10; -9.3; 0.6;-15.2; 0.8;11.690; 0.860; 0;22 13 49.52;+49 41 51.5
 641;465;22 13 40.79;+49 43 09.2;10; -0.6; 0.7;  1.2; 0.7;11.960; 0.620;38;22 13 40.87;+49 43 09.2
 642;   ;22 13 30.30;+49 44 17.6;10;  0.4; 0.6;  0.7; 0.7;14.140; 0.550;86;22 13 30.38;+49 44 17.6
 643;464;22 13 29.47;+49 42 53.2;10;  2.3; 0.7;  2.1; 0.5;10.977; 0.150;91;22 13 29.55;+49 42 53.2
 644;589;22 13 33.19;+49 41 20.1;10; -0.1; 1.1;  0.7; 0.4;13.530; 0.610;72;22 13 33.27;+49 41 20.1
 645;587;22 13 26.91;+49 40 42.8;10;  0.7; 0.8;  1.4; 0.5;13.420; 0.500;86;22 13 26.99;+49 40 42.8
 646;   ;22 13 25.98;+49 41 30.1;  ;     ;    ;     ;    ;12.940; 0.740;  ;22 13 26.06;+49 41 30.1
 647;   ;22 13 24.95;+49 41 49.2;10;  1.6; 0.7;  0.9; 0.9;13.940; 0.890;96;22 13 25.03;+49 41 49.2
 648;462;22 13 25.25;+49 42 23.2;10; -0.7; 0.5;  2.2; 0.6;13.550; 0.530;12;22 13 25.33;+49 42 23.2
 649;   ;22 13 23.54;+49 44 00.6;10; -1.6; 1.0; -3.4; 0.6;13.480; 0.930; 0;22 13 23.62;+49 44 00.6
 650;461;22 13 16.42;+49 43 31.9;10;  1.4; 0.6;  1.2; 0.4;11.680; 0.350;95;22 13 16.50;+49 43 31.9
 651;582;22 13 13.93;+49 40 50.0;10; -0.8; 0.6; -0.8; 0.2;12.970; 0.880;28;22 13 14.01;+49 40 50.0
 652;   ;22 13 10.25;+49 40 23.2;10;  0.1; 0.4;  0.9; 1.1;13.770; 0.710;77;22 13 10.33;+49 40 23.2
 653;   ;22 13 09.75;+49 41 10.0;10;  5.2; 1.4;  3.1; 1.2;13.650; 0.790; 8;22 13 09.83;+49 41 10.0
 654;   ;22 13 03.62;+49 43 07.2;10;  3.7; 0.8;  7.4; 0.9;13.190; 0.840; 0;22 13 03.70;+49 43 07.2
 655;   ;22 12 58.80;+49 43 44.2;10;  0.5; 0.7; -0.7; 1.0;13.430; 0.600;87;22 12 58.88;+49 43 44.2
 656;576;22 12 52.41;+49 40 58.5;10; -0.4; 0.5;  0.8; 0.7;12.860; 0.460;53;22 12 52.49;+49 40 58.5
 657;575;22 12 43.76;+49 40 33.8;10;  0.9; 0.7;  1.5; 0.7;12.800; 0.600;89;22 12 43.84;+49 40 33.8
 658;   ;22 12 42.73;+49 43 23.1;10; -0.3; 0.9;  1.4; 1.1;13.210; 1.290;49;22 12 42.81;+49 43 23.1
 659;450;22 12 35.31;+49 43 31.9;10; 13.8; 0.5; 11.2; 0.5;10.130; 0.420; 0;22 12 35.39;+49 43 31.9
 660;572;22 12 26.27;+49 40 52.0;10; -0.3; 0.9;  2.3; 0.6;12.240; 0.180;19;22 12 26.35;+49 40 52.0
 661;570;22 12 11.13;+49 41 06.4;10;  4.8; 1.4;  2.8; 1.8;12.440; 0.770;26;22 12 11.21;+49 41 06.4
 662;444;22 12 09.92;+49 43 55.5;10;  1.8; 0.7;  6.4; 1.0; 9.690; 1.280; 0;22 12 10.00;+49 43 55.5
 663;567;22 11 57.73;+49 41 56.7;10; 12.0; 1.1;  9.2; 0.7;12.070; 0.740; 0;22 11 57.81;+49 41 56.7
 664;566;22 11 54.31;+49 41 56.5;10; -4.9; 1.0;  0.7; 0.5;10.580; 0.220; 0;22 11 54.39;+49 41 56.5
 665;   ;22 11 48.76;+49 43 18.4;10;  1.2; 0.8;  1.8; 0.4;13.640; 0.560;88;22 11 48.84;+49 43 18.4
 666;   ;22 11 47.19;+49 42 04.5; 9; -3.0; 1.0;  0.8; 0.7;13.040; 1.490; 0;22 11 47.27;+49 42 04.5
 667;   ;22 11 44.91;+49 41 42.9;10; -0.4; 0.7;  1.8; 0.7;14.480; 0.350;33;22 11 44.99;+49 41 42.9
 668;565;22 11 42.99;+49 42 07.7; 9;  0.3; 1.7;  1.8; 0.7;11.910; 0.300;68;22 11 43.07;+49 42 07.7
 669;   ;22 11 39.89;+49 42 46.1;10;  2.5; 1.2; -0.5; 0.7;13.370; 0.810;98;22 11 39.97;+49 42 46.1
 670;438;22 11 36.92;+49 42 49.8;10; 19.3; 0.6; -0.1; 0.5;12.160; 0.670; 0;22 11 37.00;+49 42 49.8
 671;563;22 11 41.14;+49 40 59.8;10; -2.3; 0.9;  1.9; 0.7;10.490; 0.220; 0;22 11 41.22;+49 40 59.8
 672;562;22 11 36.98;+49 40 42.7;10;  3.6; 0.8;  2.9; 0.4;12.580; 0.370;56;22 11 37.06;+49 40 42.7
 673;   ;22 11 38.84;+49 39 42.1; 9; -5.3; 1.6;  0.5; 1.3;13.980; 0.870; 0;22 11 38.92;+49 39 42.1
 674;561;22 11 32.56;+49 42 04.3;  ;     ;    ;     ;    ;13.300; 0.800;  ;22 11 32.64;+49 42 04.3
 675;560;22 11 31.55;+49 42 15.1;  ;     ;    ;     ;    ;12.530; 1.350;  ;22 11 31.63;+49 42 15.1
 676;434;22 11 29.26;+49 42 21.1; 9; -3.5; 1.2;  0.1; 0.3;12.040; 0.340; 0;22 11 29.34;+49 42 21.1
 677;   ;22 11 06.84;+49 39 27.6;10; 32.8; 0.7;  0.6; 0.6;12.010; 0.680; 0;22 11 06.92;+49 39 27.6
 678;   ;22 11 03.46;+49 43 26.7;10; -2.1; 1.3; -0.9; 0.6;13.340; 0.510; 1;22 11 03.54;+49 43 26.7
 679;   ;22 10 52.73;+49 44 17.9;10; -7.2; 1.0; -2.5; 0.5;12.670; 0.470; 0;22 10 52.81;+49 44 17.9
 680;   ;22 10 52.39;+49 43 39.9; 9; -5.4; 1.6; -2.7; 0.9;13.100; 1.020; 0;22 10 52.47;+49 43 39.9
 681;   ;22 10 51.44;+49 43 42.1;  ;     ;    ;     ;    ;13.370; 0.950;  ;22 10 51.52;+49 43 42.1
 682;   ;22 10 50.50;+49 42 34.8; 9;  6.1; 1.1; -4.5; 1.3;13.690; 0.850; 0;22 10 50.58;+49 42 34.8
 683;   ;22 10 53.58;+49 41 22.8; 9; -0.1; 0.5; -0.1; 0.9;11.990; 1.380;75;22 10 53.66;+49 41 22.8
 684;   ;22 10 45.90;+49 40 41.8;10; -1.6; 1.3; -0.5; 0.5;12.370; 0.410; 4;22 10 45.98;+49 40 41.8
 685;   ;22 10 42.96;+49 41 06.5;  ;     ;    ;     ;    ;13.050; 0.830;  ;22 10 43.04;+49 41 06.5
 686;   ;22 10 41.85;+49 41 25.5; 9; 28.3; 1.4;-15.1; 0.9;10.700; 0.570; 0;22 10 41.93;+49 41 25.5
 687;   ;22 10 45.67;+49 42 53.8; 9; -3.6; 1.3; -0.4; 0.7;13.410; 0.750; 0;22 10 45.75;+49 42 53.8
 688;   ;22 10 44.38;+49 43 05.8;10; -5.3; 1.0; -2.1; 0.9;11.700; 1.770; 0;22 10 44.46;+49 43 05.8
 689;   ;22 10 44.65;+49 44 09.0;10;  0.1; 1.8;  4.4; 1.2;13.400; 1.020; 0;22 10 44.73;+49 44 09.0
 690;   ;22 10 53.37;+49 45 04.3;10;  9.3; 0.6;  3.9; 0.7;11.800; 0.750; 0;22 10 53.45;+49 45 04.3
 691;   ;22 10 44.42;+49 47 41.1;10; -1.4; 0.9; 11.5; 0.8;13.190; 1.230; 0;22 10 44.50;+49 47 41.1
 692;   ;22 10 44.93;+49 48 34.7; 9; -6.1; 2.0; -5.4; 0.7;13.070; 1.380; 0;22 10 45.01;+49 48 34.7
 693;   ;22 10 52.27;+49 47 21.7;10;  4.8; 0.6;  4.3; 0.8;12.260; 1.100; 0;22 10 52.35;+49 47 21.7
 694;   ;22 11 10.41;+49 47 56.2; 9; -7.2; 1.4; -3.1; 1.2;13.700; 0.770; 0;22 11 10.49;+49 47 56.2
 695;   ;22 11 08.93;+49 48 49.8;10;  0.1; 0.6; -1.4; 0.5;12.690; 0.830;64;22 11 09.01;+49 48 49.8
 696;433;22 11 25.16;+49 45 30.3;10;  2.6; 0.7; -0.1; 0.6;12.890; 0.570;98;22 11 25.24;+49 45 30.3
 697;   ;22 11 28.08;+49 47 37.6;10; -0.6; 0.9;  0.1; 1.1;13.580; 0.750;50;22 11 28.16;+49 47 37.6
 698;435;22 11 32.34;+49 47 48.0; 9; 16.9; 0.6; 12.3; 0.4;10.810; 0.660; 0;22 11 32.42;+49 47 48.0
 699;436;22 11 35.08;+49 47 51.3;  ;     ;    ;     ;    ;12.740; 0.960;  ;22 11 35.16;+49 47 51.3
 700;437;22 11 35.68;+49 48 07.1;10; -2.3; 1.3;  0.5; 0.5; 9.960; 1.210; 0;22 11 35.76;+49 48 07.1
 701;   ;22 11 34.41;+49 47 00.0;10; -3.9; 1.1; -3.4; 1.0;13.820; 0.500; 0;22 11 34.49;+49 47 00.0
 702;   ;22 11 34.79;+49 45 53.9; 9; 14.2; 1.5; 14.5; 0.8;13.680; 1.150; 0;22 11 34.87;+49 45 53.9
 703;   ;22 11 41.03;+49 45 14.1;10; -3.3; 0.9; -3.6; 1.0;13.430; 0.940; 0;22 11 41.11;+49 45 14.1
 704;441;22 11 50.01;+49 46 13.4;10;  8.3; 1.1;  6.3; 0.6;11.990; 0.610; 0;22 11 50.09;+49 46 13.4
 705;   ;22 11 46.51;+49 48 36.1;  ;     ;    ;     ;    ;12.200; 1.750;  ;22 11 46.59;+49 48 36.1
 706;439;22 11 47.31;+49 48 49.0;10;  6.9; 1.0; -3.7; 0.6;12.700; 1.110; 0;22 11 47.39;+49 48 49.0
 707;440;22 11 48.63;+49 49 06.3;10; -0.6; 0.6;  3.8; 0.2;13.070; 0.830; 0;22 11 48.71;+49 49 06.3
 708;442;22 12 02.74;+49 47 53.3;10;106.2; 1.4; 50.5; 1.1;10.100; 0.630; 0;22 12 02.82;+49 47 53.3
 709;   ;22 12 03.13;+49 49 10.1;10;  0.8; 0.4; -1.9; 0.6;13.300; 0.930;74;22 12 03.21;+49 49 10.1
 710;   ;22 12 15.96;+49 49 06.3; 8; -2.0; 1.3; -0.6; 0.7;13.820; 0.940; 1;22 12 16.04;+49 49 06.3
 711;447;22 12 28.66;+49 45 35.2;10; -2.6; 0.9;  2.6; 0.9;13.250; 0.710; 0;22 12 28.74;+49 45 35.2
 712;   ;22 12 30.47;+49 45 53.2;  ;     ;    ;     ;    ;13.680; 1.130;  ;22 12 30.55;+49 45 53.2
 713;   ;22 12 31.82;+49 45 35.2;  ;     ;    ;     ;    ;12.440; 1.380;  ;22 12 31.90;+49 45 35.2
 714;   ;22 12 31.76;+49 45 42.6;  ;     ;    ;     ;    ;12.540; 1.440;  ;22 12 31.84;+49 45 42.6
 715;449;22 12 34.87;+49 47 16.6;10;  2.0; 1.4;  0.8; 0.4;12.780; 0.600;97;22 12 34.95;+49 47 16.6
 716;448;22 12 32.06;+49 49 28.7; 9;-14.2; 1.4;-16.8; 0.6;11.440; 0.430; 0;22 12 32.14;+49 49 28.7
 717;454;22 12 41.44;+49 48 47.3; 9; -0.6; 1.3;  1.3; 0.5;11.980; 0.400;33;22 12 41.52;+49 48 47.3
 718;   ;22 12 45.98;+49 47 52.1;10; -2.4; 1.5;  3.6; 1.1;13.970; 0.820; 0;22 12 46.06;+49 47 52.1
 719;455;22 12 50.42;+49 47 48.9;10; -4.6; 0.6; -5.6; 0.4;12.080; 0.630; 0;22 12 50.50;+49 47 48.9
 720;   ;22 12 45.74;+49 46 44.2;10;  2.4; 0.9;  1.1; 0.7;13.690; 0.630;97;22 12 45.82;+49 46 44.2
 721;   ;22 12 51.17;+49 46 26.5;  ;     ;    ;     ;    ;13.490; 1.370;  ;22 12 51.25;+49 46 26.5
 722;456;22 12 52.00;+49 46 09.2;10;  0.5; 0.9;  1.5; 0.8;11.410; 0.260;80;22 12 52.08;+49 46 09.2
 723;   ;22 12 52.66;+49 45 18.7;10; -7.9; 1.1; -3.4; 1.4;14.430; 0.750; 0;22 12 52.74;+49 45 18.7
 724;457;22 12 55.22;+49 45 23.7;10;-11.3; 0.5; -5.7; 0.6;12.980; 0.700; 0;22 12 55.30;+49 45 23.7
 725;   ;22 12 58.32;+49 47 45.8; 8;-10.8; 1.1;  0.5; 0.6;13.570; 1.000; 0;22 12 58.40;+49 47 45.8
 726;   ;22 13 12.69;+49 46 22.8;10;  7.7; 1.5;  1.0; 1.5;13.200; 1.490; 0;22 13 12.77;+49 46 22.8
 727;460;22 13 16.39;+49 46 21.2;10;  4.0; 0.3;  0.4; 0.4;12.450; 0.490;95;22 13 16.47;+49 46 21.2
 728;463;22 13 25.39;+49 48 49.0;10;  2.9; 0.7;  1.2; 0.7;11.120; 0.280;96;22 13 25.47;+49 48 49.0
 729;466;22 13 48.65;+49 45 52.7;10; -5.6; 0.7;  0.1; 0.6;11.590; 0.550; 0;22 13 48.73;+49 45 52.7
 730;   ;22 13 52.98;+49 45 44.9;10; -3.0; 0.9; -9.8; 1.0;13.260; 0.930; 0;22 13 53.06;+49 45 44.9
 731;   ;22 13 56.34;+49 45 37.4; 9; -0.7; 0.9; -1.5; 0.9;14.090; 0.700;20;22 13 56.42;+49 45 37.4
 732;   ;22 13 58.28;+49 45 45.0; 8; -2.4; 1.0; -1.7; 1.0;14.210; 0.670; 0;22 13 58.36;+49 45 45.0
 733;   ;22 13 47.87;+49 47 58.9;10; -4.7; 0.9; -1.3; 1.2;14.150; 0.740; 0;22 13 47.95;+49 47 58.9
 734;   ;22 13 55.47;+49 47 54.7;  ;     ;    ;     ;    ;14.180; 0.850;  ;22 13 55.55;+49 47 54.7
 735;467;22 13 57.34;+49 48 03.3;10; -2.3; 1.0; -3.0; 0.5;11.980; 0.170; 0;22 13 57.42;+49 48 03.3
 736;468;22 13 57.95;+49 49 20.1;10;  2.7; 0.8; -0.4; 1.0;11.780; 1.120;98;22 13 58.03;+49 49 20.1
 737;   ;22 14 13.64;+49 47 36.3; 9;  4.0; 1.2;  2.7; 1.3;14.380; 0.720;58;22 14 13.72;+49 47 36.3
 738;   ;22 14 13.71;+49 47 01.5;10;  4.8; 1.0;  0.8; 0.8;13.790; 0.700;84;22 14 13.79;+49 47 01.5
 739;   ;22 14 15.64;+49 47 07.5; 9;  5.1; 1.1;  2.3; 1.4;14.270; 0.790;33;22 14 15.72;+49 47 07.5
 740;   ;22 14 20.07;+49 46 08.9; 9; -2.6; 1.0; -2.3; 1.0;14.020; 0.540; 0;22 14 20.15;+49 46 08.9
 741;   ;22 14 25.16;+49 46 18.6;10; -3.0; 1.2;  0.7; 1.0;13.300; 1.390; 0;22 14 25.24;+49 46 18.6
 742;   ;22 14 31.08;+49 46 46.2;10; -0.5; 0.8;  0.4; 0.8;13.940; 0.400;53;22 14 31.16;+49 46 46.2
 743;476;22 14 28.27;+49 48 23.8; 8;  9.3; 2.4; -0.5; 1.8;11.600; 0.260; 0;22 14 28.35;+49 48 23.8
 744;473;22 14 20.49;+49 49 31.0;10;  6.3; 0.9;  7.8; 0.6;10.990; 0.510; 0;22 14 20.57;+49 49 31.0
 746;   ;22 14 32.59;+49 48 50.9; 9; -1.8; 0.8;  0.2; 0.9;13.480; 0.830; 2;22 14 32.67;+49 48 50.9
 747;477;22 14 33.63;+49 49 13.3;10; -6.4; 0.7; -4.3; 0.6;13.250; 1.490; 0;22 14 33.71;+49 49 13.3
 748;   ;22 14 40.85;+49 49 02.5;10; -0.2; 0.9;  0.7; 1.0;13.600; 0.820;66;22 14 40.93;+49 49 02.5
 749;478;22 14 41.56;+49 48 36.3;10;  2.7; 0.9;  2.0; 0.6;12.450; 0.320;92;22 14 41.64;+49 48 36.3
 750;   ;22 14 42.80;+49 47 29.5;  ;     ;    ;     ;    ;15.060; 0.320;  ;22 14 42.88;+49 47 29.5
 751;   ;22 14 42.61;+49 46 40.8; 9; -0.6; 1.3; -6.5; 0.5;13.740; 0.780; 0;22 14 42.69;+49 46 40.8
 752;   ;22 14 42.26;+49 46 08.4;10; -5.0; 1.6;  1.7; 1.4;14.490; 0.470; 0;22 14 42.34;+49 46 08.4
 753;481;22 14 53.88;+49 45 17.5;10; -4.2; 0.9; 21.2; 0.6;11.020; 0.510; 0;22 14 53.96;+49 45 17.5
 754;   ;22 14 56.53;+49 46 11.2; 9;  6.8; 1.7;  2.7; 1.2;14.600; 0.950; 0;22 14 56.61;+49 46 11.2
 755;   ;22 14 51.32;+49 46 35.9; 7; -1.8; 1.6; -1.7; 1.2;14.740; 0.820; 1;22 14 51.40;+49 46 35.9
 756;   ;22 14 55.76;+49 46 55.1;10; -0.7; 1.4;  1.8; 1.4;13.020; 1.660;17;22 14 55.84;+49 46 55.1
 757;482;22 14 55.58;+49 47 37.2;10;  2.5; 0.7;  1.2; 0.8; 9.070; 0.200;97;22 14 55.66;+49 47 37.2
 758;   ;22 14 52.66;+49 48 48.4;10; -3.6; 0.9; -2.6; 0.6;13.550; 0.680; 0;22 14 52.74;+49 48 48.4
 759;484;22 15 00.71;+49 48 47.7;10;  2.9; 1.1;  2.0; 0.6;11.230; 0.130;92;22 15 00.79;+49 48 47.7
 760;   ;22 14 59.41;+49 49 35.2;  ;     ;    ;     ;    ;14.570; 0.860;  ;22 14 59.49;+49 49 35.2
 761;485;22 15 02.69;+49 49 42.5;10;  2.1; 0.7;  0.3; 0.4;11.700; 0.230;98;22 15 02.77;+49 49 42.5
 762;488;22 15 05.26;+49 49 14.4;10;  4.9; 0.6;-10.2; 0.7;11.860; 0.580; 0;22 15 05.34;+49 49 14.4
 763;   ;22 15 08.19;+49 49 39.2; 9;  3.7; 1.1; -0.5; 0.7;13.460; 0.530;96;22 15 08.27;+49 49 39.2
 764;491;22 15 12.48;+49 48 25.2;10; -0.9; 1.1; -3.3; 0.6;12.150; 0.390; 0;22 15 12.56;+49 48 25.2
 765;   ;22 15 11.89;+49 48 11.2;  ;     ;    ;     ;    ;12.630; 1.120;  ;22 15 11.97;+49 48 11.2
 766;   ;22 15 15.50;+49 48 08.9; 9;  1.1; 1.5;  2.5; 0.7;14.290; 0.440;70;22 15 15.58;+49 48 08.9
 767;   ;22 15 13.91;+49 47 40.4; 9;  3.1; 1.7;  2.5; 1.3;14.120; 0.730;80;22 15 13.99;+49 47 40.4
 768;493;22 15 13.52;+49 46 56.8;10;  0.3; 1.1;  0.7; 0.8;10.780; 0.120;84;22 15 13.60;+49 46 56.8
 769;486;22 15 03.87;+49 45 41.5;10;-10.9; 0.9; -3.2; 1.2;12.430; 1.390; 0;22 15 03.95;+49 45 41.5
 770;   ;22 15 02.82;+49 45 07.8; 9;  2.4; 1.7; -1.0; 1.0;13.930; 0.410;97;22 15 02.90;+49 45 07.8
 771;490;22 15 11.42;+49 45 31.0;10;  1.7; 0.5;  1.0; 0.8;10.160; 0.010;96;22 15 11.50;+49 45 31.0
 772;494;22 15 19.63;+49 46 11.2;10;  1.0; 0.7; -0.6; 0.8;12.710; 0.390;94;22 15 19.71;+49 46 11.2
 773;495;22 15 20.65;+49 46 49.5;10;  0.3; 1.2; -0.1; 0.9;12.340; 1.240;87;22 15 20.73;+49 46 49.5
 774;   ;22 15 20.38;+49 47 15.6; 7; -1.9; 0.7;  3.0; 2.2;14.630; 0.570; 0;22 15 20.46;+49 47 15.6
 775;497;22 15 27.52;+49 49 34.2;10;  0.6; 0.8;  0.4; 0.7;11.730; 0.260;91;22 15 27.60;+49 49 34.2
 776;496;22 15 23.33;+49 48 53.5;10;  0.5; 1.5;  1.4; 0.7;10.420; 0.110;81;22 15 23.41;+49 48 53.5
 777;498;22 15 27.22;+49 48 17.7;10;  3.3; 0.7;  0.0; 0.4;12.800; 0.400;97;22 15 27.30;+49 48 17.7
 778;501;22 15 29.86;+49 47 54.9;10;  1.2; 0.7;  0.4; 0.9;12.180; 0.340;96;22 15 29.94;+49 47 54.9
 779;504;22 15 31.97;+49 47 33.2;10;  3.7; 0.8; -0.5; 0.8;12.210; 1.120;96;22 15 32.05;+49 47 33.2
 780;503;22 15 31.32;+49 46 47.1;10;  3.3; 0.7;  0.9; 0.4;11.280; 0.230;97;22 15 31.40;+49 46 47.1
 781;502;22 15 30.80;+49 48 48.9;10;  2.2; 1.1;  3.0; 0.4;12.240; 0.390;63;22 15 30.88;+49 48 48.9
 782;   ;22 15 31.92;+49 49 05.9;  ;     ;    ;     ;    ;13.570; 0.980;  ;22 15 32.00;+49 49 05.9
 783;   ;22 15 40.46;+49 49 12.6; 8;  5.8; 1.8;  3.2; 2.1;14.510; 0.830; 1;22 15 40.54;+49 49 12.6
 784;   ;22 15 41.73;+49 48 28.8;10;  2.4; 1.3;  2.0; 1.3;14.060; 0.740;92;22 15 41.81;+49 48 28.8
 785;508;22 15 42.38;+49 48 04.0;10;  2.4; 0.6; -0.5; 0.8;13.190; 0.540;98;22 15 42.46;+49 48 04.0
 786;   ;22 15 38.51;+49 46 24.1; 9;  4.6; 1.0; -1.1; 1.0;14.330; 0.690;83;22 15 38.59;+49 46 24.1
 787;509;22 15 41.55;+49 46 28.1;10;  1.6; 0.7; -2.0; 0.4;11.950; 1.640;85;22 15 41.63;+49 46 28.1
 788;   ;22 15 47.66;+49 46 27.2; 9; 44.0; 1.5; 25.1; 1.3;13.010; 0.960; 0;22 15 47.74;+49 46 27.2
 789;   ;22 15 44.48;+49 46 56.0; 9; 25.9; 1.3;  1.6; 0.4;13.220; 0.690; 0;22 15 44.56;+49 46 56.0
 790;   ;22 15 42.56;+49 47 07.4;10;  2.0; 0.5;  0.9; 0.6;13.690; 0.650;97;22 15 42.64;+49 47 07.4
 791;   ;22 15 48.51;+49 48 29.8;10;  3.4; 0.7; -7.1; 1.1;13.400; 0.860; 0;22 15 48.59;+49 48 29.8
 792;515;22 16 05.18;+49 48 33.9;10;  1.0; 1.0;  1.9; 0.5;12.660; 0.530;84;22 16 05.26;+49 48 33.9
 793;   ;22 16 05.40;+49 48 53.5; 9; -7.2; 0.8; -0.8; 0.9;12.870; 1.200; 0;22 16 05.48;+49 48 53.5
 794;517;22 16 15.28;+49 46 11.4;10;  7.7; 0.4;  0.7; 0.6;11.540; 0.530; 0;22 16 15.36;+49 46 11.4
 795;518;22 16 16.40;+49 46 03.5;  ;     ;    ;     ;    ;12.640; 0.580;  ;22 16 16.48;+49 46 03.5
 796;   ;22 16 19.69;+49 46 13.8;10;  0.1; 1.5;  2.6; 0.7;14.050; 0.370;26;22 16 19.77;+49 46 13.8
 797;519;22 16 17.01;+49 47 30.2;10;  2.1; 0.7; -0.3; 0.7;11.810; 0.280;98;22 16 17.09;+49 47 30.2
 798;   ;22 16 25.05;+49 48 53.5; 9; -0.5; 1.5; -2.1; 1.1;14.340; 0.770;13;22 16 25.13;+49 48 53.5
 799;   ;22 16 24.16;+49 47 55.4;10;  0.5; 1.2;  3.7; 1.3;13.650; 0.740; 4;22 16 24.24;+49 47 55.4
 800;520;22 16 26.76;+49 45 42.4;10; 28.2; 1.1;  4.7; 0.8;11.580; 0.760; 0;22 16 26.84;+49 45 42.4
 801;   ;22 16 39.75;+49 45 34.4; 8; -1.4; 1.0; -5.5; 1.9;13.610; 1.160; 0;22 16 39.83;+49 45 34.4
 802;   ;22 16 37.89;+49 45 39.2; 9;  4.7; 1.2;  1.2; 1.3;13.810; 0.730;80;22 16 37.97;+49 45 39.2
 803;521;22 16 37.11;+49 46 20.8;10; -0.6; 0.8; -5.5; 1.2;11.370; 1.130; 0;22 16 37.19;+49 46 20.8
 804;   ;22 16 38.95;+49 46 26.3;  ;     ;    ;     ;    ;13.690; 0.910;  ;22 16 39.03;+49 46 26.3
 805;   ;22 16 43.36;+49 46 26.3;10;  1.3; 1.1; -0.7; 0.9;13.240; 0.600;95;22 16 43.44;+49 46 26.3
 806;522;22 16 42.92;+49 47 05.4;10;  1.3; 0.4;  1.7; 0.7;12.680; 0.360;90;22 16 43.00;+49 47 05.4
 807;   ;22 16 31.42;+49 49 04.7;10; 10.3; 1.4;  2.2; 1.3;12.790; 1.280; 0;22 16 31.50;+49 49 04.7
