#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:13:20 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:13:20	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PAZh/36/16/stars&-order=I&-out=Cluster&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=V-Rc&-out=e_V-Rc&-out=V-Ic&-out=e_V-Ic&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_90360016
#Name: J/PAZh/36/16
#Title: Photometry in 6 galactic open star clusters (Glushkova+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pazh/36/16	    IVOID of underlying data collection
#INFO	creator=Glushkova E.V.	    First author or institution
#INFO	cites=bibcode:2010PAZh...36...16G	    Article or Data origin sources
#INFO	editor=Pis'ma v Astronomicheskii Zhurnal	    Editor name (article)
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PAZh/36/16	    Dataset landing page
#INFO	publication_date=2017-07-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PAZh_36_16_stars:
#Name: J/PAZh/36/16/stars
#Title: Combined table from original tables
#Column	Cluster	(a7)	Cluster name	[ucd=meta.id.parent]
#Column	RAJ2000	(F10.6)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Error on V	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson color index B-V	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? Error on B-V (1)	[ucd=stat.error;phot.color;em.opt.B]
#Column	V-Rc	(F6.3)	? Johnson-Cousins color index V-Rc (1)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	e_V-Rc	(F6.3)	? Error on V-Rc (1)	[ucd=stat.error;phot.color;em.opt.V]
#Column	V-Ic	(F6.3)	? Johnson-Cousins color index V-Ic (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	e_V-Ic	(F6.3)	? Error on V-Ic (1)	[ucd=stat.error;phot.color;em.opt.V]
Cluster;RAJ2000;DEJ2000;Vmag;e_Vmag;B-V;e_B-V;V-Rc;e_V-Rc;V-Ic;e_V-Ic
NGC7245;333.836715;+54.372973;20.058; 0.028;      ;      ; 0.661; 0.026; 1.151; 0.049
NGC7245;333.670545;+54.316027;20.218; 0.033;      ;      ; 0.770; 0.031; 1.401; 0.052
NGC7245;333.693735;+54.304268;20.536; 0.043;      ;      ; 1.127; 0.037; 2.223; 0.054
NGC7245;333.682148;+54.310858;20.352; 0.068;      ;      ; 0.656; 0.065; 1.292; 0.065
NGC7245;333.745760;+54.282085;20.245; 0.063;      ;      ; 0.702; 0.040; 1.296; 0.058
NGC7245;333.657665;+54.323946;21.014; 0.068;      ;      ; 0.658; 0.062;      ;
NGC7245;333.768046;+54.275795;19.148; 0.033;      ;      ; 0.590; 0.045; 1.143; 0.032
NGC7245;333.718044;+54.300420;19.369; 0.020;      ;      ; 1.181; 0.018; 2.314; 0.026
NGC7245;333.676657;+54.322852;20.719; 0.046;      ;      ; 0.680; 0.044; 1.428; 0.078
NGC7245;333.669085;+54.327646;20.234; 0.033;      ;      ; 0.782; 0.042; 1.494; 0.052
NGC7245;333.710263;+54.308693;20.290; 0.066;      ;      ; 1.065; 0.040; 1.976; 0.046
NGC7245;333.766236;+54.283573;20.549; 0.045;      ;      ; 0.739; 0.068; 1.211; 0.081
NGC7245;333.678038;+54.326384;20.083; 0.057;      ;      ; 0.693; 0.058; 1.208; 0.048
NGC7245;333.708734;+54.312201;20.436; 0.050;      ;      ; 0.890; 0.040; 1.699; 0.062
NGC7245;333.761837;+54.287059;20.255; 0.032;      ;      ; 0.626; 0.031; 1.151; 0.062
NGC7245;333.685535;+54.327490;19.790; 0.024;      ;      ; 0.959; 0.022; 1.688; 0.033
NGC7245;333.676342;+54.332782;20.098; 0.033;      ;      ; 0.676; 0.031; 1.263; 0.049
NGC7245;333.670974;+54.335737;20.766; 0.052;      ;      ; 0.661; 0.048; 0.968; 0.112
NGC7245;333.709360;+54.317752;20.887; 0.057;      ;      ; 0.834; 0.052;      ;
NGC7245;333.818079;+54.266280;18.592; 0.012;      ;      ; 0.608; 0.055; 1.076; 0.019
NGC7245;333.762621;+54.293460;19.935; 0.026;      ;      ; 0.596; 0.024; 1.145; 0.045
NGC7245;333.758024;+54.296256;19.623; 0.042;      ;      ; 0.837; 0.021; 1.533; 0.031
NGC7245;333.794808;+54.278759;20.176; 0.033;      ;      ; 1.164; 0.032; 2.178; 0.043
NGC7245;333.681691;+54.332947;20.489; 0.040;      ;      ; 0.768; 0.037;      ;
NGC7245;333.802383;+54.276666;19.362; 0.018;      ;      ; 0.660; 0.017; 1.177; 0.032
NGC7245;333.708726;+54.322951;20.715; 0.045;      ;      ; 0.601; 0.058;      ;
NGC7245;333.751369;+54.301930;20.403; 0.045;      ;      ; 0.642; 0.045; 1.245; 0.066
NGC7245;333.816515;+54.271909;19.739; 0.022;      ;      ; 0.636; 0.048; 1.261; 0.038
NGC7245;333.743597;+54.306783;19.915; 0.052;      ;      ; 0.674; 0.024; 1.204; 0.044
NGC7245;333.807260;+54.277870;20.511; 0.044;      ;      ; 1.121; 0.038; 1.994; 0.058
NGC7245;333.787949;+54.289853;20.136; 0.030;      ;      ; 0.765; 0.028; 1.339; 0.049
NGC7245;333.758012;+54.304855;20.139; 0.031;      ;      ; 0.715; 0.052; 1.382; 0.050
NGC7245;333.695254;+54.335659;21.113; 0.067;      ;      ; 0.820; 0.062; 1.331; 0.114
NGC7245;333.698277;+54.338421;20.845; 0.056;      ;      ; 0.700; 0.050; 1.325; 0.095
NGC7245;333.808628;+54.286131;19.714; 0.023;      ;      ; 0.530; 0.022; 1.176; 0.039
NGC7245;333.695408;+54.342039;19.997; 0.028;      ;      ; 1.108; 0.025; 2.067; 0.037
NGC7245;333.745968;+54.318114;19.783; 0.057;      ;      ; 0.708; 0.040; 1.295; 0.034
NGC7245;333.805056;+54.290968;19.776; 0.051;      ;      ; 1.133; 0.024; 2.255; 0.034
NGC7245;333.726812;+54.328307;20.470; 0.040;      ;      ; 1.037; 0.056; 1.969; 0.056
NGC7245;333.718621;+54.332879;20.650; 0.045;      ;      ; 1.049; 0.039; 1.963; 0.058
NGC7245;333.764514;+54.315611;20.650; 0.046;      ;      ; 0.805; 0.041;      ;
NGC7245;333.731049;+54.333491;20.502; 0.040;      ;      ; 0.908; 0.036; 1.671; 0.060
NGC7245;333.697198;+54.349560;20.263; 0.033;      ;      ; 0.657; 0.049; 1.206; 0.055
NGC7245;333.756619;+54.321464;20.106; 0.061;      ;      ; 0.889; 0.069; 1.689; 0.043
NGC7245;333.749166;+54.326507;20.411; 0.038;      ;      ; 0.680; 0.033; 1.302; 0.061
NGC7245;333.747322;+54.328305;20.627; 0.058;      ;      ; 0.990; 0.039; 1.758; 0.059
NGC7245;333.755651;+54.324503;20.384; 0.037;      ;      ; 1.063; 0.032; 2.100; 0.049
NGC7245;333.833402;+54.288363;20.063; 0.029;      ;      ; 0.678; 0.027; 1.246; 0.051
NGC7245;333.726447;+54.342136;20.392; 0.036;      ;      ; 0.669; 0.034; 1.133; 0.068
NGC7245;333.809775;+54.303082;20.263; 0.065;      ;      ; 1.108; 0.031; 2.102; 0.047
NGC7245;333.833832;+54.292123;20.803; 0.054;      ;      ; 0.865; 0.048;      ;
NGC7245;333.799301;+54.308792;20.521; 0.056;      ;      ; 1.124; 0.046; 2.163; 0.052
NGC7245;333.750851;+54.332498;20.150; 0.039;      ;      ; 0.766; 0.046; 1.376; 0.048
NGC7245;333.719085;+54.350559;20.122; 0.030;      ;      ; 0.652; 0.028; 1.214; 0.051
NGC7245;333.722308;+54.349572;20.670; 0.044;      ;      ; 0.768; 0.040; 1.353; 0.071
NGC7245;333.712099;+54.356963;20.779; 0.051;      ;      ; 0.787; 0.047; 1.412; 0.079
NGC7245;333.716377;+54.361517;19.844; 0.066;      ;      ; 0.691; 0.034; 1.393; 0.043
NGC7245;333.715830;+54.364136;20.147; 0.058;      ;      ; 0.663; 0.031; 1.405; 0.050
NGC7245;333.713625;+54.366134;19.972; 0.058;      ;      ; 0.673; 0.031; 1.214; 0.049
NGC7245;333.751691;+54.352058;19.673; 0.028;      ;      ; 0.709; 0.019; 1.330; 0.035
NGC7245;333.738475;+54.358116;20.053; 0.031;      ;      ; 0.665; 0.066; 1.106; 0.052
NGC7245;333.761320;+54.348327;19.746; 0.024;      ;      ; 0.850; 0.021; 1.518; 0.034
NGC7245;333.753247;+54.353410;20.510; 0.041;      ;      ; 0.746; 0.037; 1.381; 0.067
NGC7245;333.789990;+54.336173;20.496; 0.042;      ;      ; 0.826; 0.037; 1.661; 0.058
NGC7245;333.751348;+54.356828;20.042; 0.032;      ;      ; 1.271; 0.028; 2.755; 0.039
NGC7245;333.830000;+54.320529;19.191; 0.015;      ;      ; 0.657; 0.018; 1.202; 0.024
NGC7245;333.785677;+54.345219;20.651; 0.047;      ;      ; 1.068; 0.041; 1.993; 0.061
NGC7245;333.752136;+54.361668;20.519; 0.039;      ;      ; 0.698; 0.037; 1.309; 0.065
NGC7245;333.797330;+54.340279;19.859; 0.024;      ;      ; 0.763; 0.022; 1.355; 0.037
NGC7245;333.820594;+54.330590;20.106; 0.030;      ;      ; 0.802; 0.027; 1.353; 0.048
NGC7245;333.868692;+54.307684;20.054; 0.029;      ;      ; 0.861; 0.027; 1.543; 0.042
NGC7245;333.862843;+54.311308;20.586; 0.041;      ;      ; 0.931; 0.037; 1.741; 0.056
NGC7245;333.831830;+54.327990;20.656; 0.046;      ;      ; 0.742; 0.042; 1.339; 0.078
NGC7245;333.844871;+54.323832;19.717; 0.022;      ;      ; 0.777; 0.020; 1.422; 0.033
NGC7245;333.825736;+54.333565;19.609; 0.021;      ;      ; 0.738; 0.020; 1.388; 0.033
NGC7245;333.849510;+54.324146;20.425; 0.034;      ;      ; 0.674; 0.058; 1.285; 0.064
NGC7245;333.761743;+54.366397;19.857; 0.057;      ;      ; 0.557; 0.055; 0.951; 0.047
NGC7245;333.830235;+54.333849;20.091; 0.030;      ;      ; 0.671; 0.027; 1.226; 0.050
NGC7245;333.855538;+54.324961;20.346; 0.036;      ;      ; 0.716; 0.057; 1.317; 0.057
NGC7245;333.746126;+54.377133;20.446; 0.039;      ;      ; 0.939; 0.035; 1.546; 0.058
NGC7245;333.736721;+54.383024;19.996; 0.027;      ;      ; 0.794; 0.044; 1.297; 0.042
NGC7245;333.788583;+54.358601;20.591; 0.044;      ;      ; 0.886; 0.039; 1.622; 0.063
NGC7245;333.769349;+54.368133;19.784; 0.030;      ;      ; 0.859; 0.023; 1.553; 0.034
NGC7245;333.813199;+54.348083;19.488; 0.020;      ;      ; 0.721; 0.019; 1.352; 0.030
NGC7245;333.793554;+54.358195;20.499; 0.039;      ;      ; 0.642; 0.037; 1.252; 0.069
NGC7245;333.841346;+54.337318;19.921; 0.038;      ;      ; 0.759; 0.057; 1.383; 0.041
NGC7245;333.871188;+54.324825;20.311; 0.034;      ;      ; 0.778; 0.032;      ;
NGC7245;333.851692;+54.335078;19.805; 0.029;      ;      ; 0.735; 0.055; 1.313; 0.037
NGC7245;333.808329;+54.356088;20.133; 0.045;      ;      ; 0.866; 0.028; 1.599; 0.047
NGC7245;333.847900;+54.339574;19.878; 0.029;      ;      ; 0.737; 0.027; 1.374; 0.041
NGC7245;333.827927;+54.348686;20.149; 0.031;      ;      ; 0.630; 0.033; 1.085; 0.056
NGC7245;333.879803;+54.326593;20.257; 0.034;      ;      ; 0.758; 0.055; 1.367; 0.053
NGC7245;333.814944;+54.357844;20.687; 0.067;      ;      ; 0.700; 0.068; 1.156; 0.083
NGC7245;333.792885;+54.369254;20.575; 0.043;      ;      ; 0.631; 0.052;      ;
NGC7245;333.866519;+54.336171;20.389; 0.037;      ;      ; 0.891; 0.034; 1.583; 0.053
NGC7245;333.782047;+54.376404;19.985; 0.034;      ;      ; 0.707; 0.036; 1.350; 0.045
NGC7245;333.808242;+54.366448;20.425; 0.039;      ;      ; 0.599; 0.041; 1.002; 0.070
NGC7245;333.866458;+54.340231;21.102; 0.065;      ;      ; 0.694; 0.061;      ;
NGC7245;333.783689;+54.383346;21.131; 0.069;      ;      ; 0.649; 0.066; 1.234; 0.126
NGC7245;333.826276;+54.364684;20.507; 0.041;      ;      ; 0.689; 0.067; 1.201; 0.065
NGC7245;333.766515;+54.396690;18.936; 0.015;      ;      ; 0.620; 0.036; 1.150; 0.025
NGC7245;333.788575;+54.384900;20.137; 0.029;      ;      ; 0.858; 0.053; 1.514; 0.044
NGC7245;333.863344;+54.349598;20.285; 0.033;      ;      ; 0.776; 0.030; 1.402; 0.053
NGC7245;333.822043;+54.369940;20.852; 0.057;      ;      ; 1.108; 0.050; 2.041; 0.071
NGC7245;333.850855;+54.357006;20.365; 0.036;      ;      ; 0.857; 0.033; 1.520; 0.055
NGC7245;333.879676;+54.345032;20.555; 0.063;      ;      ; 1.143; 0.038; 2.060; 0.056
NGC7245;333.783812;+54.393915;20.694; 0.047;      ;      ; 1.045; 0.041; 1.878; 0.061
NGC7245;333.818643;+54.381377;20.336; 0.036;      ;      ; 0.628; 0.034; 1.221; 0.060
NGC7245;333.891321;+54.350512;20.400; 0.037;      ;      ; 0.578; 0.060; 1.285; 0.066
NGC7245;333.774079;+54.406716;20.352; 0.063;      ;      ; 1.117; 0.054; 2.114; 0.049
NGC7245;333.863506;+54.364447;20.195; 0.034;      ;      ; 0.732; 0.032; 1.394; 0.054
NGC7245;333.814537;+54.387923;20.636; 0.045;      ;      ; 0.863; 0.048; 1.712; 0.064
NGC7245;333.789765;+54.400281;20.350; 0.064;      ;      ; 0.641; 0.036; 1.186; 0.068
NGC7245;333.764255;+54.276182;20.160; 0.030;      ;      ; 0.657; 0.028; 1.339; 0.052
NGC7245;333.779518;+54.290335;21.028; 0.068;      ;      ; 0.877; 0.060; 1.354; 0.116
NGC7245;333.765808;+54.306082;20.414; 0.038;      ;      ; 0.838; 0.046; 1.595; 0.055
NGC7245;333.762235;+54.311299;20.535; 0.042;      ;      ; 0.618; 0.041; 0.985; 0.083
NGC7245;333.697244;+54.343370;19.880; 0.037;      ;      ; 0.766; 0.040; 1.321; 0.040
NGC7245;333.766624;+54.327342;20.668; 0.045;      ;      ; 0.789; 0.043; 1.597; 0.066
NGC7245;333.829778;+54.305639;20.756; 0.043;      ;      ; 0.539; 0.066; 1.157; 0.085
NGC7245;333.845903;+54.307394;19.439; 0.021;      ;      ; 0.651; 0.053; 1.244; 0.036
NGC7245;333.749199;+54.360446;20.882; 0.058;      ;      ; 0.794; 0.061; 1.497; 0.086
NGC7245;333.878265;+54.314242;19.700; 0.026;      ;      ; 0.897; 0.022; 1.593; 0.035
NGC7245;333.867735;+54.321832;20.323; 0.037;      ;      ; 1.177; 0.045; 2.427; 0.046
NGC7245;333.794983;+54.373916;19.821; 0.026;      ;      ; 0.658; 0.048; 1.220; 0.043
NGC7245;333.761284;+54.397205;19.972; 0.030;      ;      ; 0.697; 0.069; 1.181; 0.048
NGC7245;333.843054;+54.373229;20.262; 0.069;      ;      ; 0.859; 0.034; 1.740; 0.049
NGC7245;333.671515;+54.331598;20.186; 0.037;      ;      ; 0.727; 0.034; 1.500; 0.054
NGC7245;333.672754;+54.332079;19.879; 0.027;      ;      ; 0.867; 0.025; 1.515; 0.043
NGC7245;333.794964;+54.276189;18.966; 0.017;      ;      ; 0.692; 0.016; 1.299; 0.024
NGC7245;333.720432;+54.316692;20.087; 0.043;      ;      ; 0.892; 0.029; 1.654; 0.044
NGC7245;333.745172;+54.347513;19.318; 0.038;      ;      ; 0.707; 0.017; 1.361; 0.027
NGC7245;333.781255;+54.338365;19.625; 0.022;      ;      ; 1.086; 0.036; 2.045; 0.028
NGC7245;333.803994;+54.334505;20.429; 0.038;      ;      ; 0.601; 0.036; 1.254; 0.064
NGC7245;333.803430;+54.340005;19.583; 0.042;      ;      ; 0.652; 0.028; 1.250; 0.035
NGC7245;333.870986;+54.317645;16.989; 0.009;      ;      ; 0.653; 0.009; 1.199; 0.010
NGC7245;333.816402;+54.346996;20.637; 0.045;      ;      ; 0.684; 0.067; 1.317; 0.073
NGC7245;333.797360;+54.367228;21.022; 0.071;      ;      ; 0.748; 0.064; 1.464; 0.103
NGC7245;333.846441;+54.347023;20.907; 0.059;      ;      ; 0.880; 0.053;      ;
NGC7245;333.818274;+54.369377;20.265; 0.058;      ;      ; 0.703; 0.041; 1.365; 0.057
NGC7245;333.827549;+54.371255;20.332; 0.060;      ;      ; 0.977; 0.060; 1.707; 0.051
NGC7245;333.787219;+54.352180;20.364; 0.039;      ;      ; 0.599; 0.039;      ;
NGC7245;333.823232;+54.354632;17.663; 0.011;      ;      ; 0.625; 0.016; 1.164; 0.013
NGC7245;333.846872;+54.350733;20.009; 0.033;      ;      ; 0.520; 0.031; 1.172; 0.057
NGC7245;333.734522;+54.343833;20.388; 0.042;      ;      ; 0.643; 0.038; 1.441; 0.064
NGC7245;333.780811;+54.394223;20.533; 0.048;      ;      ; 0.604; 0.044; 1.200; 0.075
NGC7245;333.691365;+54.331415;20.063; 0.034;      ;      ; 0.787; 0.034; 1.402; 0.061
NGC7245;333.863215;+54.368757;14.355; 0.011;      ;      ; 0.462; 0.010;      ;
NGC7245;333.800962;+54.288574;19.413; 0.064;      ;      ;      ;      ; 1.443; 0.035
NGC7245;333.799784;+54.295573;19.584; 0.050;      ;      ;      ;      ; 1.187; 0.038
NGC7245;333.702661;+54.317266;20.288; 0.040;      ;      ;      ;      ; 1.292; 0.060
NGC7245;333.801431;+54.273605;20.029; 0.061;      ;      ;      ;      ; 1.576; 0.043
NGC7245;333.758355;+54.334535;18.835; 0.018;      ;      ;      ;      ; 1.260; 0.023
NGC7245;333.754867;+54.365021;20.194; 0.032;      ;      ;      ;      ; 1.277; 0.053
NGC7245;333.786130;+54.398607;19.929; 0.034;      ;      ;      ;      ; 1.426; 0.046
NGC7245;333.786541;+54.402078;19.992; 0.054;      ;      ;      ;      ; 1.036; 0.055
NGC7245;333.840082;+54.319668;20.548; 0.063;      ;      ;      ;      ; 1.450; 0.062
NGC7245;333.739458;+54.372767;19.927; 0.070;      ;      ;      ;      ; 1.388; 0.038
NGC7245;333.868112;+54.350372;20.293; 0.068;      ;      ;      ;      ; 1.384; 0.057
NGC7245;333.758170;+54.394833;19.333; 0.066;      ;      ;      ;      ; 1.185; 0.031
NGC7245;333.861327;+54.352316;20.475; 0.060;      ;      ;      ;      ; 1.122; 0.067
NGC7245;333.749777;+54.295048;20.698; 0.067;      ;      ;      ;      ; 1.281; 0.078
NGC7245;333.689325;+54.331383;20.522; 0.045;      ;      ;      ;      ; 1.347; 0.061
NGC7245;333.683965;+54.343298;20.969; 0.059;      ;      ;      ;      ; 1.102; 0.120
NGC7245;333.743793;+54.319922;20.351; 0.059;      ;      ;      ;      ; 1.241; 0.063
NGC7245;333.723606;+54.330604;20.238; 0.067;      ;      ;      ;      ; 1.054; 0.058
NGC7245;333.815124;+54.291607;20.521; 0.067;      ;      ;      ;      ; 1.468; 0.062
NGC7245;333.807616;+54.306719;20.473; 0.054;      ;      ;      ;      ; 0.986; 0.088
NGC7245;333.841350;+54.308419;20.122; 0.032;      ;      ;      ;      ; 1.022; 0.071
NGC7245;333.849678;+54.313077;20.726; 0.065;      ;      ;      ;      ; 1.248; 0.083
NGC7245;333.758849;+54.372124;21.106; 0.070;      ;      ;      ;      ; 1.223; 0.118
NGC7245;333.847345;+54.357303;18.909; 0.047;      ;      ;      ;      ; 1.073; 0.025
NGC7245;333.805893;+54.377876;20.806; 0.051;      ;      ;      ;      ; 1.136; 0.092
NGC7245;333.892035;+54.345233;19.601; 0.052;      ;      ;      ;      ; 1.536; 0.031
NGC7245;333.690727;+54.326765;20.280; 0.052;      ;      ;      ;      ; 2.017; 0.054
NGC7245;333.776989;+54.356191;20.136; 0.057;      ;      ;      ;      ; 1.161; 0.053
NGC7245;333.747299;+54.306096;20.687; 0.048;      ;      ;      ;      ; 1.423; 0.075
NGC7245;333.716311;+54.344577;20.685; 0.059;      ;      ;      ;      ; 1.190; 0.076
NGC7245;333.876640;+54.312191;20.168; 0.032;      ;      ;      ;      ; 1.428; 0.054
NGC7245;333.886480;+54.327549;20.942; 0.071;      ;      ;      ;      ; 1.283; 0.096
NGC7245;333.878622;+54.350471;20.132; 0.066;      ;      ;      ;      ; 1.330; 0.062
NGC7245;333.761310;+54.387116;20.766; 0.061;      ;      ;      ;      ; 1.478; 0.089
NGC7245;333.776939;+54.336931;20.041; 0.032;      ;      ;      ;      ; 1.300; 0.049

