#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:19:44 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:19:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/159/246/table3&-order=I&-out=WOCS&-out=Xpos&-out=Ypos&-out=RAJ2000&-out=DEJ2000&-out=Umag&-out=Bmag&-out=Vmag&-out=Rmag&-out=Imag&-out=NU&-out=NB&-out=NV&-out=NR&-out=NI&-out=U-B&-out=U-V&-out=U-R&-out=U-I&-out=B-V&-out=B-R&-out=B-I&-out=V-R&-out=V-I&-out=R-I&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51590246
#Name: J/AJ/159/246
#Title: WIYN open cluster study. LXXX. Photometry of NGC 7142 (Sun+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/159/246	    IVOID of underlying data collection
#INFO	creator=Sun Q.	    First author or institution
#INFO	cites=bibcode:2020AJ....159..246S	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/159/246	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51590246	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_159_246_table3:
#Name: J/AJ/159/246/table3
#Title: Photometry for stars in NGC 7142
#Column	WOCS	(I6)	[1001/429028] WOCS identifier (1)	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.3)	[-74/4099] X coordinate	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	[2/4112] Y coordinate	[ucd=pos.cartesian.y;instr.det]
#Column	RAJ2000	(A11)	[21] Hour of right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	[65/66] Degree of declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Umag	(F6.3)	[10.6/20.4]? U magnitude ({lambda}~360nm)	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F6.3)	[10.6/22]? B magnitude ({lambda}~450nm)	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	[10/21.8] V magnitude ({lamba}~555nm)	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F6.3)	[9.2/20.7]? R magnitude ({lambda}~660nm)	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F6.3)	[8.5/19.9]? I magnitude ({lambda}~0.87{mu}m)	[ucd=phot.mag;em.opt.I]
#Column	NU	(I2)	[0/10] Number of observation for U band	[ucd=meta.number]
#Column	NB	(I2)	[0/13] Number of observation for B band	[ucd=meta.number]
#Column	NV	(I2)	[1/13] Number of observation for V band	[ucd=meta.number]
#Column	NR	(I2)	[0/13] Number of observation for R band	[ucd=meta.number]
#Column	NI	(I2)	[0/13] Number of observation for I band	[ucd=meta.number]
#Column	U-B	(F6.3)	[-0.15/2.47]? U-B color	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	U-V	(F6.3)	[-0.09/4.61]? U-V color	[ucd=phot.color;em.opt.U;em.opt.V]
#Column	U-R	(F6.3)	[0.37/6.02]? U-R color	[ucd=phot.mag]
#Column	U-I	(F6.3)	[0.54/7.53]? U-I color	[ucd=phot.mag]
#Column	B-V	(F6.3)	[0.06/2.23]? B-V color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	B-R	(F6.3)	[0.26/3.97]? B-R color	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	B-I	(F6.3)	[0.43/5.87]? B-I color	[ucd=phot.color;em.opt.B;em.opt.I]
#Column	V-R	(F6.3)	[0.07/4.01]? V-R color	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F6.3)	[0.24/6.84]? V-I color	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	R-I	(F6.3)	[0.09/2.84]? R-I color	[ucd=phot.color;em.opt.R;em.opt.I]
WOCS;Xpos;Ypos;RAJ2000;DEJ2000;Umag;Bmag;Vmag;Rmag;Imag;NU;NB;NV;NR;NI;U-B;U-V;U-R;U-I;B-V;B-R;B-I;V-R;V-I;R-I
  4738; 179.896; 177.663;21 43 03.38;+65 33 23.6;16.831;16.371;15.472;14.935;14.472; 1; 7;10; 8; 8; 0.460; 1.360; 1.896; 2.359; 0.900; 1.436; 1.899; 0.537; 1.000; 0.463
 29729;1322.445; 169.382;21 44 21.81;+65 33 15.8;16.814;16.431;15.473;14.900;14.356; 2; 9; 9; 8; 7; 0.382; 1.341; 1.913; 2.458; 0.958; 1.531; 2.076; 0.573; 1.117; 0.545
 14007;2190.119;2491.618;21 45 23.98;+65 49 38.6;16.488;16.277;15.474;14.989;14.497; 3; 7; 8;11;11; 0.211; 1.013; 1.499; 1.991; 0.803; 1.288; 1.780; 0.485; 0.977; 0.492
  6013;2766.248;1612.805;21 46 02.70;+65 43 20.4;16.669;16.384;15.476;14.944;14.390; 4; 6;10; 9;10; 0.286; 1.193; 1.725; 2.279; 0.907; 1.440; 1.993; 0.532; 1.086; 0.554
 15028;1973.680;3960.892;21 45 10.62;+66 00 04.9;18.420;16.998;15.485;14.604;13.788; 1; 4;11; 8;11; 1.422; 2.935; 3.816; 4.632; 1.513; 2.394; 3.210; 0.881; 1.697; 0.816
  6735; 174.707; 447.943;21 43 03.18;+65 35 18.9;18.445;16.952;15.486;14.631;13.864; 2; 7; 7; 5; 6; 1.493; 2.959; 3.815; 4.581; 1.466; 2.322; 3.088; 0.855; 1.622; 0.767
  8012;1822.655;2861.506;21 44 58.92;+65 52 18.4;16.914;16.480;15.487;14.913;14.333; 3; 8; 7; 8; 8; 0.434; 1.426; 2.000; 2.581; 0.993; 1.566; 2.147; 0.574; 1.155; 0.581
 30729;3964.210;2097.799;21 47 26.15;+65 46 35.4;16.561;16.362;15.487;14.948;14.396; 3; 7; 8; 9;11; 0.198; 1.074; 1.613; 2.164; 0.875; 1.414; 1.966; 0.539; 1.091; 0.552
 14022;3245.283;1186.376;21 46 35.09;+65 40 15.0;16.870;16.450;15.488;14.928;14.381; 3; 8; 7;10;10; 0.421; 1.382; 1.942; 2.489; 0.962; 1.521; 2.068; 0.560; 1.107; 0.547
  9011;1255.801;2131.317;21 44 18.95;+65 47 11.1;18.013;16.827;15.489;14.724;14.019; 2; 7; 7; 8; 9; 1.185; 2.523; 3.289; 3.993; 1.338; 2.104; 2.808; 0.765; 1.470; 0.705
 18025; 432.085;2768.275;21 43 22.38;+65 51 45.7;16.831;16.437;15.499;14.965;14.432; 3; 8;11; 7; 9; 0.395; 1.333; 1.866; 2.399; 0.938; 1.472; 2.004; 0.534; 1.066; 0.533
 16023; 679.338;1206.781;21 43 38.41;+65 40 40.4;16.551;16.351;15.501;14.986;14.446; 3; 7; 8; 9; 9; 0.199; 1.050; 1.565; 2.105; 0.851; 1.366; 1.906; 0.515; 1.055; 0.540
 10731;1287.109;  33.100;21 44 19.26;+65 32 17.9;16.791;16.394;15.502;14.983;14.517; 3; 5; 7; 4; 6; 0.397; 1.289; 1.808; 2.273; 0.892; 1.411; 1.877; 0.519; 0.985; 0.466
 31729;3989.565;1718.903;21 47 27.22;+65 43 54.0;17.881;16.833;15.507;14.743;14.036; 3; 6;10; 8; 7; 1.048; 2.375; 3.138; 3.845; 1.326; 2.090; 2.797; 0.764; 1.470; 0.706
 10011;2681.956;1823.023;21 45 57.16;+65 44 50.5;16.887;16.473;15.508;14.931;14.351; 2; 8; 9;11; 9; 0.414; 1.379; 1.955; 2.536; 0.965; 1.541; 2.122; 0.577; 1.157; 0.581
  9015;2051.218;3084.061;21 45 15.03;+65 53 51.5;16.849;16.483;15.510;14.932;14.345; 4; 7;10; 9;12; 0.366; 1.339; 1.917; 2.504; 0.973; 1.551; 2.138; 0.577; 1.165; 0.587
 32729;3071.325; 349.133;21 46 21.92;+65 34 20.6;16.983;16.525;15.510;14.919;14.351; 1; 9;11; 9; 7; 0.459; 1.473; 2.064; 2.632; 1.015; 1.605; 2.174; 0.590; 1.159; 0.569
 33729;1036.784; 311.813;21 44 02.32;+65 34 17.7;17.571;16.735;15.524;14.832;14.190; 2; 8; 8; 8; 7; 0.836; 2.047; 2.739; 3.381; 1.211; 1.902; 2.545; 0.691; 1.334; 0.643
 16028;1662.072;3965.327;21 44 48.90;+66 00 08.7;      ;17.388;15.527;14.454;13.481; 0; 5; 7; 9; 9;      ;      ;      ;      ; 1.861; 2.933; 3.907; 1.073; 2.046; 0.973
  3002;2107.785;1998.906;21 45 17.72;+65 46 09.6;16.716;16.438;15.545;15.004;14.455; 3; 5;10; 7;12; 0.278; 1.171; 1.712; 2.260; 0.893; 1.434; 1.983; 0.541; 1.089; 0.549
  7014;2305.189;1210.430;21 45 30.42;+65 40 32.8;16.683;16.420;15.546;15.045;14.515; 3; 8;10; 7; 9; 0.262; 1.137; 1.638; 2.167; 0.874; 1.376; 1.905; 0.501; 1.031; 0.529
 17018; 810.833;2331.305;21 43 48.32;+65 48 38.4;17.761;16.830;15.546;14.815;14.095; 1; 7; 7; 7;11; 0.931; 2.216; 2.947; 3.666; 1.285; 2.016; 2.735; 0.731; 1.450; 0.719
 10009;1476.658;2350.317;21 44 34.43;+65 48 43.1;17.016;16.497;15.553;15.024;14.537; 3; 5; 7; 9; 8; 0.519; 1.463; 1.992; 2.479; 0.943; 1.473; 1.960; 0.529; 1.017; 0.487
 12004;2043.994;1830.321;21 45 13.12;+65 44 58.3;16.815;16.474;15.555;15.011;14.455; 3; 7; 9; 8;11; 0.341; 1.260; 1.804; 2.360; 0.919; 1.463; 2.019; 0.544; 1.100; 0.556
  9017;1339.048;3032.375;21 44 25.52;+65 53 33.9;16.595;16.290;15.558;15.108;14.634; 3; 5; 8;13;11; 0.305; 1.037; 1.487; 1.961; 0.732; 1.182; 1.656; 0.450; 0.924; 0.474
 11731;3729.599; 798.870;21 47 07.76;+65 37 25.7;16.848;16.487;15.561;15.026;14.499; 4; 7;11; 8; 9; 0.360; 1.287; 1.822; 2.349; 0.926; 1.461; 1.988; 0.535; 1.062; 0.527
 11005;2325.087;2187.286;21 45 32.96;+65 47 28.2;16.771;16.490;15.565;15.020;14.492; 3; 4; 9; 7; 6; 0.280; 1.206; 1.750; 2.279; 0.925; 1.470; 1.999; 0.545; 1.073; 0.529
 11011;1457.304;2536.722;21 44 33.26;+65 50 02.5;16.927;16.525;15.567;14.992;14.412; 2; 8; 6;11; 9; 0.401; 1.360; 1.934; 2.515; 0.958; 1.533; 2.114; 0.575; 1.155; 0.581
 19024;1221.996;3535.220;21 44 17.84;+65 57 08.3;16.945;16.518;15.575;14.936;14.292; 2; 6; 9; 7; 9; 0.427; 1.370; 2.009; 2.653; 0.942; 1.582; 2.226; 0.640; 1.283; 0.644
  7734; 812.901;  59.841;21 43 46.76;+65 32 31.3;16.716;16.436;15.576;15.046;14.541; 3; 8;10; 8; 9; 0.280; 1.140; 1.670; 2.175; 0.860; 1.390; 1.895; 0.530; 1.035; 0.505
 17020;1003.368;1121.892;21 44 00.67;+65 40 02.8;16.609;16.392;15.576;15.092;14.594; 3; 7;10;11;12; 0.217; 1.033; 1.517; 2.015; 0.816; 1.301; 1.798; 0.484; 0.982; 0.498
 10733;3740.467; 614.713;21 47 08.20;+65 36 07.4;16.605;16.439;15.581;15.060;14.523; 4; 4; 7; 7; 8; 0.167; 1.025; 1.545; 2.083; 0.858; 1.379; 1.916; 0.521; 1.058; 0.537
 19025;2132.130; 381.614;21 45 17.57;+65 34 41.4;16.615;16.400;15.586;15.099;14.600; 2; 7; 8; 7; 9; 0.215; 1.029; 1.516; 2.015; 0.814; 1.301; 1.800; 0.487; 0.986; 0.498
 12005;2140.609;1747.753;21 45 19.70;+65 44 22.5;16.725;16.468;15.591;15.091;14.546; 4; 8;10;10; 8; 0.257; 1.134; 1.634; 2.179; 0.877; 1.378; 1.922; 0.500; 1.045; 0.545
 14730;2945.456; 264.404;21 46 13.18;+65 33 45.6;16.655;16.434;15.591;15.075;14.561; 3; 9; 5;10; 8; 0.221; 1.064; 1.580; 2.094; 0.843; 1.359; 1.873; 0.516; 1.030; 0.513
 17028;3176.838;3582.748;21 46 33.96;+65 57 14.8;17.227;16.631;15.598;15.003;14.459; 2; 7; 9; 8;11; 0.596; 1.629; 2.224; 2.768; 1.033; 1.629; 2.172; 0.596; 1.139; 0.544
 13027;3446.379; 939.547;21 46 48.54;+65 38 28.2;18.482;17.046;15.601;14.786;14.032; 1; 8;10;10; 7; 1.436; 2.882; 3.696; 4.450; 1.446; 2.260; 3.014; 0.814; 1.568; 0.754
 20024; 834.460; 956.748;21 43 48.91;+65 38 53.3;18.273;17.019;15.604;14.808;14.048; 3; 6; 9; 6;11; 1.253; 2.668; 3.464; 4.225; 1.415; 2.211; 2.972; 0.796; 1.557; 0.760
 20025;2654.948; 474.312;21 45 53.54;+65 35 17.2;17.461;16.671;15.607;14.988;14.424; 2; 7;10; 6; 7; 0.790; 1.853; 2.473; 3.037; 1.064; 1.684; 2.247; 0.620; 1.183; 0.564
 13005;1971.643;1743.099;21 45 08.03;+65 44 21.7;16.836;16.518;15.608;15.085;14.529; 3; 5; 9; 9; 9; 0.318; 1.227; 1.751; 2.307; 0.909; 1.433; 1.989; 0.523; 1.079; 0.556
 15007;1595.130;1885.730;21 44 42.17;+65 45 24.8;16.876;16.536;15.608;15.062;14.518; 3; 7; 8; 8; 9; 0.340; 1.268; 1.814; 2.358; 0.929; 1.474; 2.018; 0.546; 1.089; 0.544
 13004;1793.779;1948.772;21 44 55.96;+65 45 50.4;19.823;17.564;15.609;14.503;13.463; 1; 5; 8; 7; 7; 2.259; 4.214; 5.321; 6.360; 1.955; 3.062; 4.101; 1.107; 2.146; 1.040
 12731; 926.147; 234.097;21 43 54.66;+65 33 45.1;16.506;16.390;15.615;15.148;14.687; 2; 8; 8; 9; 8; 0.117; 0.891; 1.358; 1.819; 0.775; 1.241; 1.702; 0.466; 0.927; 0.461
 14027;3547.374;3118.898;21 46 59.00;+65 53 54.0;16.837;16.520;15.616;15.085;14.557; 3; 9; 7; 8;11; 0.316; 1.220; 1.752; 2.280; 0.904; 1.435; 1.964; 0.531; 1.060; 0.528
 15022;3533.456;2045.943;21 46 56.30;+65 46 17.7;18.567;17.158;15.617;14.735;13.899; 2; 7; 8; 7;11; 1.409; 2.950; 3.832; 4.668; 1.541; 2.423; 3.259; 0.882; 1.718; 0.836
 18028;3859.387;1593.764;21 47 18.03;+65 43 02.2;16.581;16.424;15.619;15.125;14.628; 3; 7; 8; 9; 6; 0.157; 0.962; 1.456; 1.953; 0.805; 1.299; 1.796; 0.494; 0.992; 0.497
  7013;2764.209;2459.929;21 46 03.70;+65 49 20.7;16.614;16.439;15.621;15.134;14.653; 2; 7;10; 4; 9; 0.175; 0.993; 1.480; 1.961; 0.819; 1.306; 1.786; 0.487; 0.967; 0.480
 15027;1425.598; 276.195;21 44 28.98;+65 34 00.7;16.852;16.503;15.626;15.107;14.615; 4; 9;11; 8; 9; 0.349; 1.226; 1.745; 2.237; 0.877; 1.397; 1.888; 0.519; 1.011; 0.491
  3001;2034.490;2123.743;21 45 12.79;+65 47 03.2;17.458;16.800;15.627;14.915;14.236; 3; 7; 8; 7;11; 0.658; 1.832; 2.543; 3.222; 1.174; 1.885; 2.564; 0.711; 1.390; 0.679
 10017;2526.306;3126.268;21 45 48.08;+65 54 06.0;18.013;16.932;15.629;14.890;14.199; 2; 6;12; 9;12; 1.081; 2.384; 3.124; 3.814; 1.303; 2.042; 2.733; 0.740; 1.430; 0.690
 13006;2300.133;2305.288;21 45 31.38;+65 48 18.5;16.904;16.598;15.640;15.093;14.531; 2; 6;11; 7;10; 0.305; 1.264; 1.810; 2.372; 0.958; 1.505; 2.067; 0.547; 1.109; 0.562
 17023; 414.260;1912.728;21 43 20.59;+65 45 41.9;      ;17.434;15.642;14.631;13.706; 0; 6;10; 8;10;      ;      ;      ;      ; 1.793; 2.803; 3.729; 1.011; 1.936; 0.925
  8734; -39.050;3142.365;21 42 49.92;+65 54 26.3;      ;16.758;15.644;14.967;14.364; 0; 1; 5; 2; 4;      ;      ;      ;      ; 1.114; 1.791; 2.394; 0.677; 1.280; 0.603
 21025;1684.794; 381.699;21 44 46.87;+65 34 44.2;16.804;16.520;15.649;15.146;14.655; 3; 7; 9;11; 7; 0.284; 1.155; 1.659; 2.150; 0.871; 1.374; 1.866; 0.504; 0.995; 0.491
 15730;3096.166;3803.576;21 46 28.67;+65 58 49.5;17.745;16.771;15.650;14.965;14.386; 3; 7;10;10; 8; 0.974; 2.095; 2.780; 3.359; 1.122; 1.806; 2.385; 0.685; 1.264; 0.579
 11732;  74.620; 939.951;21 42 56.57;+65 38 48.8;17.179;16.634;15.652;15.070;      ; 1; 8; 9; 8; 0; 0.544; 1.526; 2.108;      ; 0.982; 1.564;      ; 0.582;      ;
 11733;3348.499; 269.522;21 46 40.79;+65 33 44.4;16.656;16.465;15.657;15.152;14.647; 4; 7; 9; 8;10; 0.191; 0.999; 1.504; 2.008; 0.808; 1.313; 1.817; 0.505; 1.010; 0.504
 19016;3059.198;1836.115;21 46 23.22;+65 44 52.9;16.909;16.578;15.658;15.110;14.566; 3; 6;11;10; 9; 0.331; 1.251; 1.799; 2.343; 0.920; 1.468; 2.012; 0.548; 1.093; 0.545
  8003;2152.895;2070.271;21 45 20.92;+65 46 39.6;16.861;16.561;15.665;15.132;14.582; 4; 1; 9;12; 9; 0.300; 1.196; 1.729; 2.279; 0.896; 1.429; 1.979; 0.533; 1.083; 0.550
 18026;3505.571;2989.088;21 46 55.89;+65 52 59.1;16.578;16.430;15.666;15.209;14.742; 6; 6;10; 9;10; 0.148; 0.912; 1.369; 1.836; 0.764; 1.221; 1.688; 0.457; 0.924; 0.467
 11017;2110.126; 913.548;21 45 16.65;+65 38 27.9;16.815;16.539;15.668;15.156;14.637; 3; 8;11;10; 8; 0.276; 1.147; 1.660; 2.179; 0.871; 1.383; 1.903; 0.512; 1.032; 0.519
 18018;2459.707; 926.447;21 45 40.71;+65 38 30.9;17.806;16.804;15.670;14.990;14.407; 1; 7;11;10;10; 1.002; 2.136; 2.815; 3.399; 1.134; 1.814; 2.397; 0.679; 1.263; 0.583
 16022;1648.085; 633.316;21 44 44.60;+65 36 31.5;16.834;16.523;15.673;15.182;14.682; 3; 7;11;10; 8; 0.310; 1.161; 1.652; 2.151; 0.851; 1.342; 1.841; 0.491; 0.990; 0.499
  4737;3721.253; 235.013;21 47 06.25;+65 33 26.3;16.820;16.556;15.674;15.148;14.631; 3; 8;11; 6;10; 0.265; 1.146; 1.672; 2.189; 0.882; 1.408; 1.925; 0.526; 1.043; 0.517
 21021;2946.209;1024.829;21 46 14.29;+65 39 08.9;17.832;16.943;15.676;14.940;14.224; 1; 9; 7; 8;10; 0.889; 2.156; 2.892; 3.608; 1.267; 2.003; 2.718; 0.736; 1.452; 0.715
 12733;3745.479; 638.471;21 47 08.58;+65 36 17.4;17.902;16.950;15.678;14.955;14.267; 2; 7; 8; 9; 9; 0.952; 2.224; 2.947; 3.634; 1.272; 1.995; 2.683; 0.723; 1.411; 0.687
 18020;3343.754;1800.928;21 46 42.81;+65 44 35.3;16.887;16.596;15.678;15.128;14.579; 4; 6;10; 8; 9; 0.291; 1.208; 1.758; 2.308; 0.918; 1.468; 2.017; 0.550; 1.099; 0.549
 16027;3150.557;3503.070;21 46 32.01;+65 56 41.1;18.167;17.029;15.679;14.901;14.162; 3; 5; 9; 8;12; 1.138; 2.488; 3.266; 4.005; 1.350; 2.128; 2.867; 0.778; 1.517; 0.739
 12011;1270.071;2256.723;21 44 20.04;+65 48 04.4;16.885;16.574;15.680;15.139;14.605; 5; 8;10; 9;10; 0.311; 1.205; 1.746; 2.280; 0.894; 1.435; 1.969; 0.541; 1.075; 0.534
 12732;1050.718;4070.091;21 44 06.37;+66 00 56.4;18.067;16.988;15.680;14.865;14.076; 2; 6;10; 8; 8; 1.079; 2.387; 3.202; 3.991; 1.308; 2.123; 2.912; 0.815; 1.604; 0.789
 14004;1979.126;2299.278;21 45 09.16;+65 48 18.2;16.826;16.560;15.685;15.164;14.637; 2; 8;10; 6;11; 0.265; 1.141; 1.662; 2.189; 0.875; 1.396; 1.923; 0.521; 1.048; 0.527
 14005;2180.524;2311.916;21 45 23.11;+65 48 22.2;16.938;16.629;15.687;15.135;14.568; 3; 6;12;11;11; 0.309; 1.250; 1.803; 2.370; 0.941; 1.494; 2.061; 0.552; 1.120; 0.567
 20016;1433.527;2961.799;21 44 32.02;+65 53 03.4;16.865;16.591;15.690;15.145;14.609; 4; 9; 8;11;10; 0.273; 1.175; 1.720; 2.256; 0.902; 1.446; 1.982; 0.544; 1.081; 0.536
 13733;3975.087; 987.189;21 47 24.94;+65 38 43.3;16.750;16.552;15.695;15.171;14.649; 4; 4;11;11; 7; 0.199; 1.056; 1.579; 2.101; 0.857; 1.381; 1.902; 0.524; 1.045; 0.522
 13731;3314.774; 359.405;21 46 38.62;+65 34 22.9;16.803;16.549;15.699;15.191;14.684; 2;10; 7; 7; 7; 0.253; 1.104; 1.612; 2.119; 0.851; 1.359; 1.866; 0.508; 1.015; 0.507
 21024; 335.780;2164.905;21 43 15.33;+65 47 29.5;18.127;17.042;15.699;14.928;14.191; 1; 6; 8; 9; 5; 1.085; 2.428; 3.199; 3.936; 1.342; 2.114; 2.850; 0.771; 1.508; 0.737
 15005;2180.746;1777.150;21 45 22.50;+65 44 34.8;16.892;16.603;15.703;15.169;14.608; 2; 5; 6; 9;10; 0.289; 1.190; 1.723; 2.285; 0.901; 1.434; 1.996; 0.534; 1.095; 0.561
 22024; 335.887;1877.097;21 43 15.15;+65 45 27.0;18.483;17.113;15.704;14.911;14.192; 2; 5; 6; 9; 8; 1.370; 2.778; 3.572; 4.290; 1.409; 2.202; 2.921; 0.793; 1.512; 0.719
  9012;2759.754;2189.905;21 46 03.03;+65 47 25.9;      ;17.079;15.715;14.942;14.222; 0; 5;10; 7; 9;      ;      ;      ;      ; 1.365; 2.138; 2.857; 0.773; 1.492; 0.719
 16005;1763.296;2259.469;21 44 54.18;+65 48 02.7;17.349;16.757;15.717;15.107;14.519; 3; 7; 9; 9;10; 0.592; 1.633; 2.243; 2.831; 1.041; 1.651; 2.239; 0.610; 1.198; 0.588
 22021;2916.645; 988.861;21 46 12.20;+65 38 53.8;17.889;16.995;15.718;14.994;14.275; 2; 8; 9;10;11; 0.894; 2.171; 2.896; 3.614; 1.277; 2.002; 2.720; 0.724; 1.443; 0.719
 15004;1793.716;1920.089;21 44 55.93;+65 45 38.2;16.860;16.583;15.724;15.210;14.690; 3; 9;11; 9; 7; 0.278; 1.137; 1.651; 2.171; 0.859; 1.373; 1.893; 0.514; 1.034; 0.520
 22025;1109.645; 635.675;21 44 07.59;+65 36 35.3;16.913;16.615;15.726;15.194;14.677; 3; 9;10; 7;10; 0.298; 1.187; 1.719; 2.236; 0.889; 1.421; 1.938; 0.532; 1.048; 0.517
 23021; 656.307;1594.002;21 43 37.09;+65 43 25.3;17.978;16.984;15.730;15.023;14.348; 2; 8; 9; 8;11; 0.994; 2.248; 2.955; 3.630; 1.254; 1.961; 2.636; 0.707; 1.382; 0.675
  7735;3858.369; 510.960;21 47 16.10;+65 35 22.2;17.106;16.666;15.731;15.177;14.663; 4; 9; 8; 7; 8; 0.440; 1.375; 1.929; 2.443; 0.935; 1.488; 2.002; 0.553; 1.067; 0.514
 10015;1677.363;1122.217;21 44 47.09;+65 39 59.4;18.178;17.074;15.732;14.979;14.243; 1; 6; 8; 8; 9; 1.105; 2.446; 3.200; 3.935; 1.341; 2.095; 2.830; 0.753; 1.489; 0.735
 16004;1755.019;2113.546;21 44 53.45;+65 47 00.7;16.804;16.611;15.738;15.205;14.667; 5; 5; 9; 8;12; 0.192; 1.065; 1.599; 2.136; 0.873; 1.406; 1.944; 0.533; 1.071; 0.538
 16007;1955.383;1629.646;21 45 06.78;+65 43 33.6;17.444;16.827;15.738;15.140;14.511; 2; 8;10;10;11; 0.617; 1.706; 2.304; 2.933; 1.090; 1.688; 2.316; 0.598; 1.226; 0.628
 13019;1402.260;3188.055;21 44 30.06;+65 54 39.8;18.261;17.204;15.744;14.846;13.975; 1; 7; 8; 9;10; 1.057; 2.517; 3.415; 4.286; 1.460; 2.358; 3.229; 0.898; 1.769; 0.871
 14010;1376.502;1756.014;21 44 26.95;+65 44 30.8;16.805;16.575;15.758;15.254;14.736; 2; 9; 9; 9;12; 0.230; 1.047; 1.551; 2.069; 0.818; 1.321; 1.839; 0.504; 1.022; 0.518
 15010;1775.235;2725.490;21 44 55.49;+65 51 20.8;17.042;16.688;15.761;15.198;14.649; 2; 7;10; 8; 9; 0.354; 1.281; 1.844; 2.393; 0.927; 1.490; 2.040; 0.563; 1.112; 0.550
  8014;1981.207;3036.066;21 45 10.11;+65 53 31.6;17.355;16.755;15.762;15.187;14.647; 2; 9;11; 8;11; 0.600; 1.592; 2.167; 2.708; 0.993; 1.567; 2.108; 0.575; 1.115; 0.541
 17007;1607.642;2328.846;21 44 43.48;+65 48 33.2;16.985;16.671;15.763;15.222;14.689; 5; 7;11; 8; 9; 0.315; 1.222; 1.763; 2.297; 0.907; 1.448; 1.982; 0.541; 1.075; 0.533
 18007;1517.174;2086.935;21 44 36.98;+65 46 50.8;17.507;16.877;15.765;15.114;14.487; 3; 7; 9;10; 8; 0.630; 1.742; 2.393; 3.020; 1.112; 1.763; 2.390; 0.651; 1.278; 0.627
 14019;2056.288; 787.647;21 45 12.81;+65 37 34.7;17.140;16.738;15.774;15.201;14.632; 3; 8; 8; 8; 6; 0.403; 1.367; 1.939; 2.508; 0.964; 1.536; 2.106; 0.573; 1.142; 0.569
 19007;2442.769;2084.160;21 45 40.97;+65 46 43.4;17.003;16.716;15.778;15.218;14.649; 3; 7;11; 9; 7; 0.288; 1.226; 1.785; 2.354; 0.938; 1.497; 2.066; 0.559; 1.128; 0.569
  9014;2895.819;1713.202;21 46 11.77;+65 44 02.0;17.131;16.765;15.783;15.204;14.622; 2; 8;10;10; 8; 0.365; 1.347; 1.926; 2.509; 0.982; 1.561; 2.143; 0.579; 1.161; 0.582
 16730;3836.000;1090.443;21 47 15.56;+65 39 28.5;17.172;16.732;15.783;15.237;14.732; 1; 7; 8;10; 9; 0.440; 1.389; 1.935; 2.440; 0.949; 1.495; 2.000; 0.546; 1.051; 0.505
 14006;1901.708;1686.968;21 45 03.14;+65 43 58.3;17.454;16.799;15.784;15.238;14.707; 3; 8;10; 6;11; 0.656; 1.670; 2.216; 2.747; 1.015; 1.560; 2.092; 0.545; 1.077; 0.531
 18023;2718.490;3441.395;21 46 01.85;+65 56 18.6;16.772;16.594;15.784;15.261;14.734; 2; 5; 8;11;13; 0.178; 0.988; 1.511; 2.037; 0.810; 1.333; 1.860; 0.523; 1.049; 0.527
 19023; 399.368;1950.778;21 43 19.59;+65 45 58.1;16.960;16.672;15.787;15.261;14.741; 2; 7; 9;10;12; 0.288; 1.173; 1.699; 2.219; 0.885; 1.411; 1.931; 0.526; 1.046; 0.520
