#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:38:48 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:38:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/374/504/table2&-order=I&-out=No&-out=Xpos&-out=Ypos&-out=Vmag&-out=e_Vmag&-out=B-V&-out=V-I&-out=U-B&-out=e_Imag&-out=e_Bmag&-out=e_Umag&-out=chi&-out=Sharp&-out=r&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33740504
#Name: J/A+A/374/504
#Title: UBVI photometry of NGC 7654 (Pandey+, 2001)
#INFO	ivoid=ivo://cds.vizier/j/a+a/374/504	    IVOID of underlying data collection
#INFO	creator=Pandey	    First author or institution
#INFO	cites=bibcode:2001A&A...374..504P	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2001	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/374/504	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33740504	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-05-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_374_504_table2:
#Name: J/A+A/374/504/table2
#Title: UBVIc photometric data of the stars in the field of NGC 7654
#Column	No	(I6)	Identification number of the stars	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Ypos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Vmag	(F6.3)	Magnitude in the V (Johnson) band	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Errors in the V (Johnson) band	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F7.3)	? B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	U-B	(F6.3)	? U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_Imag	(F6.3)	? Errors in the I (Cousins) band	[ucd=stat.error;phot.mag;em.opt.I]
#Column	e_Bmag	(F6.3)	? Errors in the B (Johnson) band	[ucd=stat.error;phot.mag;em.opt.B]
#Column	e_Umag	(F6.3)	? Errors in the U (Johnson) band	[ucd=stat.error;phot.mag;em.opt.U]
#Column	chi	(F6.3)	{chi} parameter in the V (Johnson) band (3)	[ucd=stat.error]
#Column	Sharp	(F6.3)	Sharpness parameter in the V (Johnson) band (2)	[ucd=stat.fit.param]
#Column	r	(F9.3)	Radial distance of the stars from the cluster center (X=855, Y=755)	[ucd=phys.angSize]
#Column	_RA	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (declination part)	[ucd=pos.eq.dec;meta.main]
No;Xpos;Ypos;Vmag;e_Vmag;B-V;V-I;U-B;e_Imag;e_Bmag;e_Umag;chi;Sharp;r;_RA;_DE
  5238; 1146.32;  388.52;19.078; 0.118;  1.232; 1.699; 0.304; 0.093; 0.092; 0.411; 0.550; 0.627;  468.160;350.88470;+61.41547
  5239; 1322.43;  726.07;18.403; 0.065;  1.101; 1.752; 0.213; 0.042; 0.041; 0.185; 0.550;-0.223;  468.321;350.72782;+61.55538
  5240;  400.55;  641.32;13.470; 0.006;  0.649; 0.927; 0.542; 0.030; 0.012; 0.007; 1.290; 0.030;  468.457;351.53459;+61.52218
  5241;  544.96; 1106.21;14.606; 0.006;  0.690; 0.950; 0.413; 0.025; 0.020; 0.008; 0.840;-0.088;  468.481;351.40781;+61.71593
  5242;  920.88;  291.10;17.254; 0.020;  1.080; 1.519; 0.407; 0.029; 0.022; 0.088; 0.430;-0.023;  468.556;351.08164;+61.37560
  5243;  739.15;  300.99;15.590; 0.006;  1.328; 1.765; 0.695; 0.021; 0.014; 0.027; 0.480;-0.028;  468.558;351.23974;+61.38011
  5244;  793.79; 1219.55;19.800; 0.177;  1.853; 1.566;-1.308; 0.089; 0.191; 0.180; 0.400;-0.276;  468.566;351.18845;+61.76287
  5245; 1323.53;  748.31;19.484; 0.134;  1.668; 2.323;-0.708; 0.045; 0.107; 0.232; 0.350;-0.463;  468.579;350.72663;+61.56465
  5246; 1118.73; 1142.40;20.030; 0.294;  2.091; 2.313;-1.367; 0.050; 0.291; 0.287; 0.560;-1.204;  468.647;350.90278;+61.72978
  5247;  671.74; 1186.33;16.855; 0.016;  1.165; 1.815; 0.645; 0.019; 0.022; 0.082; 0.500; 0.023;  468.647;351.29607;+61.74921
  5248; 1246.49;  497.31;18.934; 0.108;  1.859; 2.252;-0.336; 0.040; 0.083; 0.288; 0.550; 0.049;  468.685;350.79642;+61.46040
  5249; 1246.71; 1012.42;17.825; 0.041;  1.146; 1.927; 0.720; 0.026; 0.030; 0.205; 0.520;-0.283;  468.729;350.79139;+61.67508
  5250; 1292.57;  586.90;19.418; 0.161;  0.791; 1.765;-0.352; 0.063; 0.061; 0.233; 0.540;-0.743;  468.752;350.75533;+61.49753
  5251;  973.65;  301.41;19.963; 0.231;  1.541; 1.308;      ; 0.185; 0.193;      ; 0.480;-0.400;  468.849;351.03567;+61.37975
  5252;  596.01; 1145.84;18.402; 0.047;  1.086; 1.788; 0.193; 0.031; 0.052; 0.169; 0.280; 0.026;  468.867;351.36283;+61.73241
  5253;  504.72;  443.19;20.011; 0.267;  0.532; 4.001;      ; 0.181; 0.166;      ; 0.420; 0.348;  468.959;351.44365;+61.43960
  5254;  989.01;  305.58;18.278; 0.047;  1.144; 1.649; 0.418; 0.041; 0.031; 0.182; 0.420;-0.072;  468.976;351.02227;+61.38144
  5255;  544.31;  403.70;19.387; 0.139;  1.319; 2.189;-1.127; 0.057; 0.089; 0.115; 0.450;-0.800;  468.979;351.40918;+61.42312
  5256;  569.68; 1127.21;18.653; 0.069;  1.363; 1.794; 0.479; 0.030; 0.045; 0.411; 0.450; 0.138;  468.989;351.38603;+61.72467
  5257;  396.49;  655.97;18.694; 0.079;  1.071; 1.763; 0.572; 0.032; 0.043; 0.386; 0.510;-0.396;  469.080;351.53815;+61.52829
  5258;  783.33;  291.42;17.959; 0.052;  1.091; 1.605; 0.546; 0.052; 0.024; 0.185; 0.700;-0.273;  469.087;351.20133;+61.37604
  5259; 1264.74;  526.62;18.764; 0.078;  1.569; 1.556;      ; 0.044; 0.064;      ; 0.470;-0.349;  469.090;350.78022;+61.47253
  5260;  442.78;  531.00;18.864; 0.098;  2.651; 2.041;-0.768; 0.045; 0.141; 0.300; 0.530; 0.026;  469.144;351.49766;+61.47621
  5261;  861.02;  285.85;19.474; 0.204;  1.118; 1.694;-0.151; 0.071; 0.086; 0.363; 0.690;-0.913;  469.186;351.13375;+61.37356
  5262; 1320.25;  815.98;19.683; 0.169;  1.510; 1.816;-0.618; 0.073; 0.108; 0.324; 0.410; 0.778;  469.233;350.72881;+61.59287
  5263; 1289.21;  577.06;15.204; 0.009;  0.955; 1.178; 0.437; 0.025; 0.021; 0.012; 1.020;-0.062;  469.257;350.75837;+61.49344
  5264;  453.30;  997.62;16.592; 0.014;  1.270; 1.583; 0.869; 0.027; 0.017; 0.073; 0.560;-0.097;  469.284;351.48845;+61.67070
  5265; 1256.86;  997.50;18.029; 0.044;  0.851; 1.605; 0.509; 0.030; 0.040; 0.138; 0.530;-0.042;  469.359;350.78261;+61.66882
  5266;  519.63;  426.58;19.064; 0.105;  0.982; 2.782;-0.555; 0.137; 0.075; 0.139; 0.430;-0.175;  469.398;351.43067;+61.43267
  5267;  756.53;  295.77;18.586; 0.082;  0.908; 1.500; 0.355; 0.052; 0.039; 0.244; 0.610; 0.192;  469.667;351.22463;+61.37790
  5268;  817.99; 1223.33;17.624; 0.040;  1.687; 2.319; 0.880; 0.018; 0.035; 0.317; 0.680; 0.067;  469.791;351.16711;+61.76439
  5269;  583.09;  371.83;17.988; 0.046;  1.077; 1.656; 0.895; 0.033; 0.030; 0.279; 0.570; 0.256;  469.845;351.37543;+61.40982
  5270; 1260.99;  518.39;18.321; 0.056;  1.404; 1.970;-0.338; 0.032; 0.033; 0.111; 0.480; 0.092;  469.910;350.78357;+61.46912
  5271;  516.44; 1080.99;16.600; 0.011;  1.787; 2.263; 1.322; 0.022; 0.025; 0.270; 0.380;-0.039;  469.993;351.43292;+61.70543
  5272;  773.97; 1217.97;17.807; 0.043;  1.151; 1.859; 0.468; 0.036; 0.034; 0.174; 0.630; 0.283;  470.004;351.20591;+61.76224
  5273;  387.26;  802.43;20.063; 0.286;  1.796; 1.740;-1.367; 0.092; 0.238; 0.241; 0.540;-1.893;  470.139;351.54632;+61.58933
  5274; 1301.56;  902.24;19.604; 0.215;  0.889; 2.087;      ; 0.043; 0.079;      ; 0.620;-1.454;  470.211;350.74431;+61.62891
  5275; 1016.75; 1196.55;19.727; 0.205;  1.306; 2.761;      ; 0.074; 0.217;      ; 0.460;-0.370;  470.246;350.99217;+61.75271
  5276; 1306.59;  886.53;19.160; 0.143;  1.458; 1.794; 0.260; 0.047; 0.079; 0.473; 0.640;-0.694;  470.360;350.74006;+61.62234
  5277;  390.03;  826.03;19.588; 0.147;  1.448; 1.839;      ; 0.056; 0.114;      ; 0.390;-0.138;  470.367;351.54391;+61.59917
  5278; 1261.91;  990.96;19.019; 0.092;  1.682; 1.788;-0.090; 0.038; 0.086; 0.371; 0.420; 0.216;  470.369;350.77824;+61.66607
  5279;  766.39; 1216.95;20.157; 0.293;  1.541; 2.213;-1.176; 0.067; 0.173; 0.290; 0.480;-0.583;  470.370;351.21260;+61.76183
  5280; 1314.15;  857.16;19.540; 0.171;  1.360; 2.009;-0.566; 0.045; 0.115; 0.293; 0.500;-0.340;  470.377;350.73373;+61.61006
  5281;  467.04; 1021.02;20.092; 0.316;  1.483; 1.816;      ; 0.095; 0.155;      ; 0.550;-1.414;  470.406;351.47638;+61.68045
  5282;  597.61; 1148.80;18.227; 0.048;  0.993; 1.428; 0.573; 0.034; 0.036; 0.204; 0.460;-0.289;  470.452;351.36142;+61.73365
  5283;  415.44;  923.50;19.751; 0.175;  1.438; 1.605;-1.013; 0.089; 0.146; 0.248; 0.420;-0.050;  470.749;351.52168;+61.63980
  5284;  444.02;  984.63;19.924; 0.247;  1.298; 2.707;      ; 0.040; 0.160;      ; 0.480;-1.163;  470.783;351.49660;+61.66528
  5285; 1083.76;  343.40;18.276; 0.067;  1.129; 1.706; 0.081; 0.049; 0.032; 0.161; 0.660; 0.440;  470.898;350.93954;+61.39690
  5286;  900.43;  286.29;18.214; 0.053;  1.529; 1.331;-0.600; 0.056; 0.039; 0.099; 0.530; 0.187;  470.912;351.09946;+61.37365
  5287; 1158.01;  394.39;17.079; 0.020;  1.581; 2.006; 1.061; 0.025; 0.023; 0.237; 0.500;-0.036;  471.010;350.87447;+61.41787
  5288;  896.62;  285.75;16.578; 0.018;  0.981; 1.459; 0.856; 0.022; 0.010; 0.449; 0.770;-0.066;  471.088;351.10278;+61.37343
  5289; 1318.37;  669.99;19.261; 0.117;  1.320; 1.692;-0.492; 0.073; 0.076; 0.217; 0.430; 0.035;  471.104;350.73195;+61.53203
  5290; 1311.36;  872.01;16.554; 0.020;  1.012; 1.365; 0.553; 0.030; 0.026; 0.050; 0.930;-0.142;  471.123;350.73603;+61.61626
  5291; 1297.62;  593.56;18.326; 0.062;  1.024; 1.596; 0.878; 0.055; 0.034; 0.414; 0.570; 0.204;  471.145;350.75086;+61.50028
  5292;  603.17;  356.64;17.202; 0.018;  1.388; 1.987; 0.927; 0.017; 0.020; 0.166; 0.400; 0.015;  471.285;351.35797;+61.40347
  5293;  411.05;  913.33;17.117; 0.029;  1.565; 1.983; 0.685; 0.032; 0.026; 0.167; 0.590; 0.010;  471.335;351.52553;+61.63556
  5294; 1303.40;  609.73;18.256; 0.052;  1.036; 1.558; 0.480; 0.027; 0.031; 0.242; 0.500;-0.094;  471.347;350.74565;+61.50699
  5295; 1099.54; 1158.00;19.379; 0.162;  1.536; 2.135;-0.650; 0.036; 0.096; 0.229; 0.560;-0.253;  471.388;350.91955;+61.73636
  5296;  386.70;  809.05;19.573; 0.180;  1.108; 1.816;      ; 0.075; 0.094;      ; 0.510; 0.540;  471.406;351.54682;+61.59209
  5297;  454.86;  505.77;18.755; 0.095;  1.084; 2.243; 0.361; 0.021; 0.042; 0.304; 0.560; 0.275;  471.410;351.48712;+61.46569
  5298;  644.38;  333.17;18.618; 0.057;  1.144; 1.641;-0.068; 0.030; 0.032; 0.195; 0.340;-0.013;  471.485;351.32214;+61.39365
  5299;  568.37;  380.47;17.903; 0.040;  1.975; 2.336; 0.267; 0.021; 0.035; 0.271; 0.500; 0.214;  471.624;351.38824;+61.41343
  5300; 1273.54;  972.60;17.469; 0.037;  0.948; 1.561; 0.546; 0.018; 0.031; 0.081; 0.770;-0.238;  471.722;350.76821;+61.65836
  5301; 1056.74;  328.40;18.516; 0.110;  0.977; 1.793;-0.078; 0.065; 0.093; 0.145; 0.610; 0.462;  471.893;350.96317;+61.39074
  5302;  423.69;  563.46;18.925; 0.099;  1.061; 2.058; 0.730; 0.035; 0.043; 0.508; 0.500;-0.158;  471.931;351.51434;+61.48973
  5303;  448.38;  515.37;18.045; 0.041;  1.357; 1.504; 0.380; 0.038; 0.028; 0.189; 0.460;-0.108;  471.972;351.49278;+61.46969
  5304; 1313.48;  867.30;19.866; 0.282;  0.735; 1.970;      ; 0.110; 0.111;      ; 0.620; 0.919;  472.032;350.73421;+61.61429
  5305; 1041.06; 1188.91;17.373; 0.028;  1.231; 1.731; 0.716; 0.019; 0.032; 0.202; 0.580;-0.091;  472.122;350.97081;+61.74944
  5306; 1300.59;  598.96;18.223; 0.057;  0.985; 1.518; 0.134; 0.041; 0.031; 0.148; 0.590;-0.452;  472.125;350.74821;+61.50251
  5307;  431.12;  963.04;16.502; 0.014;  1.039; 1.414; 0.408; 0.020; 0.016; 0.039; 0.620; 0.039;  472.183;351.50793;+61.65628
  5308;  824.86;  283.75;19.147; 0.136;  1.026; 1.753;-0.110; 0.052; 0.055; 0.235; 0.600;-0.194;  472.212;351.16522;+61.37276
  5309; 1318.56;  845.27;17.524; 0.031;  1.711; 2.219; 0.886; 0.023; 0.028; 0.276; 0.550; 0.056;  472.267;350.72999;+61.60508
  5310;  700.57; 1201.36;18.723; 0.089;  1.180; 1.651; 0.119; 0.038; 0.054; 0.262; 0.580;-0.329;  472.316;351.27063;+61.75544
  5311; 1169.45; 1107.45;17.756; 0.041;  0.828; 1.583; 0.553; 0.032; 0.032; 0.136; 0.640;-0.067;  472.331;350.85845;+61.71502
  5312;  718.05;  302.96;18.480; 0.066;  0.949; 1.492; 0.061; 0.123; 0.037; 0.148; 0.390;-0.319;  472.331;351.25809;+61.38096
  5313;  434.98;  538.57;19.201; 0.154;  1.797; 2.470;      ; 0.037; 0.106;      ; 0.620;-0.798;  472.500;351.50447;+61.47936
  5314; 1327.30;  740.90;14.370; 0.009;  2.266; 2.833; 2.148; 0.024; 0.024; 0.105; 1.420;-0.107;  472.510;350.72341;+61.56154
  5315;  504.92; 1072.41;18.171; 0.070;  1.229; 1.862; 0.301; 0.036; 0.062; 0.185; 0.780; 0.494;  472.549;351.44306;+61.70186
  5316;  459.74; 1013.99;19.006; 0.140;  0.866; 1.801;-0.312; 0.053; 0.070; 0.148; 0.550;-0.811;  472.556;351.48279;+61.67752
  5317; 1323.82;  695.71;19.016; 0.117;  1.433; 1.712;-0.087; 0.059; 0.080; 0.246; 0.410;-0.432;  472.556;350.72692;+61.54272
  5318;  431.32;  545.66;19.844; 0.197;  1.101; 1.871;-0.565; 0.061; 0.105; 0.302; 0.420;-0.194;  472.575;351.50767;+61.48232
  5319;  392.74;  853.58;19.117; 0.137;  2.641; 2.017;-1.262; 0.040; 0.207; 0.248; 0.590; 0.751;  472.659;351.54155;+61.61065
  5320;  652.00; 1181.85;19.701; 0.209;  2.183; 1.259;      ; 0.121; 0.205;      ; 0.580;-0.378;  472.663;351.31346;+61.74737
  5321; 1068.23; 1176.84;20.625; 0.538;  1.262; 2.086;      ; 0.136; 0.203;      ; 0.580;-1.546;  472.671;350.94697;+61.74432
  5322;  404.54;  898.23;19.683; 0.194;  1.184; 1.628;      ; 0.070; 0.075;      ; 0.520; 0.476;  472.687;351.53123;+61.62926
  5323; 1323.60;  692.87;20.202; 0.321;  1.128; 2.291;      ; 0.070; 0.139;      ; 0.450;-0.922;  472.696;350.72714;+61.54154
  5324; 1129.69;  370.20;16.322; 0.013;  0.971; 1.436; 0.406; 0.024; 0.014; 0.033; 0.640;-0.099;  472.787;350.89933;+61.40790
  5325; 1285.48;  950.67;17.765; 0.028;  1.374; 1.808; 0.448; 0.023; 0.040; 0.186; 0.390;-0.083;  472.861;350.75794;+61.64917
  5326;  751.06; 1216.30;19.773; 0.226;  1.836; 1.930;      ; 0.080; 0.182;      ; 0.560; 0.677;  472.866;351.22610;+61.76159
  5327; 1135.35;  374.18;18.563; 0.058;  1.075; 1.641; 0.191; 0.046; 0.037; 0.194; 0.390;-0.003;  472.883;350.89437;+61.40954
  5328; 1312.53;  635.42;19.614; 0.230;  1.989; 1.306;-0.771; 0.081; 0.210; 0.316; 0.710;-1.086;  472.899;350.73741;+61.51765
  5329; 1123.98;  365.95;15.988; 0.009;  0.966; 1.406; 0.371; 0.021; 0.012; 0.024; 0.520;-0.048;  472.980;350.90434;+61.40615
  5330;  413.94;  584.05;18.079; 0.049;  1.319; 1.721; 0.668; 0.023; 0.028; 0.317; 0.560;-0.255;  473.032;351.52286;+61.49831
  5331;  386.58;  688.91;19.993; 0.217;  2.156; 1.669;      ; 0.130; 0.322;      ; 0.410;-0.566;  473.056;351.54684;+61.54201
  5332;  399.69;  626.49;19.135; 0.166;  1.743; 1.800;      ; 0.046; 0.100;      ; 0.780; 0.307;  473.099;351.53533;+61.51600
  5333; 1295.05;  580.21;18.813; 0.085;  1.362; 1.527; 0.166; 0.039; 0.043; 0.302; 0.450;-0.151;  473.488;350.75323;+61.49473
  5334;  493.91;  448.65;16.487; 0.013;  1.086; 1.933; 0.431; 0.073; 0.024; 0.052; 0.530; 0.107;  473.540;351.45308;+61.44188
  5335;  764.20;  290.19;16.667; 0.023;  0.791; 1.601; 0.399; 0.023; 0.011; 0.039; 0.920;-0.002;  473.597;351.21798;+61.37556
  5336;  993.18;  301.89;20.457; 0.366;  1.760; 2.662;-1.275; 0.049; 0.254; 0.373; 0.410;-0.868;  473.708;351.01867;+61.37989
  5337;  537.08; 1106.28;15.966; 0.010;  1.096; 1.464; 0.574; 0.028; 0.020; 0.029; 0.620;-0.095;  473.786;351.41474;+61.71596
  5338;  389.26;  667.97;18.967; 0.094;  1.448; 1.410;-0.226; 0.067; 0.059; 0.228; 0.470; 0.024;  473.798;351.54448;+61.53329
  5339;  440.73;  525.05;19.289; 0.145;  1.439; 1.690;      ; 0.050; 0.088;      ; 0.550; 0.172;  473.809;351.49945;+61.47373
  5340;  448.46;  511.61;17.304; 0.029;  0.942; 1.489; 0.413; 0.026; 0.019; 0.075; 0.620; 0.130;  473.830;351.49271;+61.46812
  5341; 1038.57; 1191.89;18.247; 0.085;  1.355; 1.960; 0.487; 0.082; 0.062; 0.263; 0.790; 0.477;  473.885;350.97298;+61.75069
  5342; 1227.63;  462.17;19.869; 0.252;  2.101; 2.391;      ; 0.041; 0.225;      ; 0.540;-0.401;  473.925;350.81320;+61.44583
  5343;  543.32;  397.97;19.288; 0.124;  0.947; 2.216;-0.177; 0.042; 0.063; 0.232; 0.370; 0.083;  473.935;351.41005;+61.42074
  5344; 1100.15;  349.36;17.922; 0.036;  1.171; 1.576; 0.137; 0.035; 0.027; 0.103; 0.450;-0.117;  473.967;350.92522;+61.39932
  5345; 1203.69;  433.87;16.232; 0.012;  0.713; 1.165; 0.396; 0.021; 0.017; 0.030; 0.660;-0.064;  474.034;350.83432;+61.43414
  5346;  443.31;  519.93;19.648; 0.190;  1.624; 1.884;-0.706; 0.063; 0.145; 0.348; 0.460;-0.270;  474.073;351.49720;+61.47159
  5347;  398.30;  882.17;18.927; 0.088;  1.089; 1.809;-0.043; 0.046; 0.057; 0.222; 0.440; 0.156;  474.080;351.53670;+61.62257
  5348; 1141.09;  376.97;18.232; 0.058;  1.260; 1.404; 0.553; 0.040; 0.036; 0.219; 0.590;-0.374;  474.083;350.88935;+61.41068
  5349; 1198.86; 1081.55;12.210; 0.008;  0.828; 1.034;-0.067; 0.019; 0.045; 0.009; 2.260;-0.047;  474.204;350.83281;+61.70410
  5350;  386.54;  828.97;18.937; 0.085;  2.095; 1.695;-0.198; 0.046; 0.163; 0.394; 0.410; 0.247;  474.260;351.54697;+61.60039
  5351;  570.49;  375.54;19.351; 0.137;  1.742; 1.680;-0.884; 0.057; 0.112; 0.185; 0.470; 0.439;  474.277;351.38641;+61.41137
  5352; 1139.03; 1134.84;19.088; 0.179; -0.272; 1.908; 0.840; 0.100; 0.129; 0.470; 0.890; 0.812;  474.289;350.88498;+61.72656
  5353;  966.84;  294.05;16.853; 0.023;  1.243; 1.687; 0.788; 0.021; 0.026; 0.099; 0.500;-0.067;  474.327;351.04164;+61.37670
  5354; 1066.76; 1179.55;19.249; 0.121;  1.082; 1.889;      ; 0.044; 0.069;      ; 0.440;-0.045;  474.428;350.94825;+61.74546
  5355; 1316.04;  642.44;19.857; 0.239;  1.019; 1.707;-0.267; 0.083; 0.092; 0.333; 0.550;-0.140;  474.579;350.73427;+61.52056
  5356;  691.44; 1200.54;18.224; 0.055;  1.494; 1.812; 0.208; 0.025; 0.042; 0.204; 0.540;-0.033;  474.610;351.27868;+61.75511
  5357;  645.40; 1180.86;19.786; 0.250;  1.204; 1.998;      ; 0.063; 0.103;      ; 0.620;-1.441;  474.648;351.31928;+61.74696
  5358;  530.86; 1101.75;18.246; 0.039;  1.172; 1.809; 0.445; 0.030; 0.037; 0.225; 0.330;-0.199;  474.662;351.42022;+61.71408
  5359; 1148.57;  381.91;18.712; 0.103;  1.045; 1.789;      ; 0.047; 0.048;      ; 0.690; 0.429;  474.741;350.88279;+61.41271
  5360;  386.67;  832.98;20.046; 0.227;  1.024; 2.437;-0.685; 0.055; 0.215; 0.367; 0.360; 0.619;  474.773;351.54686;+61.60206
  5361;  704.51; 1205.34;19.741; 0.227;  1.587; 1.964;      ; 0.083; 0.132;      ; 0.570; 0.270;  474.818;351.26715;+61.75709
  5362;  856.47;  280.17;17.400; 0.024;  1.046; 1.530; 0.443; 0.027; 0.016; 0.095; 0.490;-0.118;  474.836;351.13774;+61.37120
  5363;  479.97; 1046.26;20.069; 0.232;  2.028; 2.297;-1.406; 0.092; 0.254; 0.309; 0.370;-0.044;  474.843;351.46500;+61.69097
  5364;  627.61;  337.91;19.529; 0.169;  1.166; 2.846;      ; 0.044; 0.105;      ; 0.450; 0.524;  475.048;351.33673;+61.39564
  5365;  723.14;  298.59;19.136; 0.111;  1.052; 2.105;      ; 0.102; 0.059;      ; 0.370;-0.158;  475.073;351.25368;+61.37913
  5366;  552.17; 1121.11;18.890; 0.091;  1.514; 1.588;-0.412; 0.034; 0.067; 0.161; 0.490; 0.030;  475.121;351.40145;+61.72214
  5367;  379.85;  750.09;20.318; 0.335;  1.635; 2.524;      ; 0.048; 0.277;      ; 0.450;-1.090;  475.171;351.55277;+61.56751
  5368;  600.62;  353.63;17.905; 0.036;  1.290; 1.467; 0.207; 0.040; 0.022; 0.139; 0.460;-0.002;  475.193;351.36020;+61.40222
  5369;  425.28;  958.01;16.610; 0.014;  1.216; 1.517; 0.471; 0.021; 0.021; 0.054; 0.510; 0.001;  475.259;351.51305;+61.65418
  5370; 1056.30;  324.45;15.786; 0.010;  1.061; 1.391; 0.407; 0.020; 0.013; 0.027; 0.720;-0.026;  475.285;350.96358;+61.38909
  5371; 1294.69;  574.42;19.605; 0.214;  2.021; 2.521;-1.125; 0.042; 0.198; 0.239; 0.540;-0.629;  475.325;350.75361;+61.49231
  5372;  382.70;  808.82;19.232; 0.138;  1.042; 2.034;      ; 0.045; 0.048;      ; 0.540; 0.111;  475.358;351.55032;+61.59199
  5373;  624.80; 1170.93;17.063; 0.021;  1.132; 1.618; 0.714; 0.024; 0.024; 0.125; 0.480;-0.049;  475.384;351.33744;+61.74285
  5374;  510.10; 1082.18;18.076; 0.044;  0.939; 1.604; 0.731; 0.029; 0.029; 0.178; 0.480;-0.129;  475.397;351.43849;+61.70593
  5375; 1305.21;  602.20;19.645; 0.172;  1.333; 1.607;-0.147; 0.077; 0.093; 0.462; 0.460;-0.513;  475.440;350.74414;+61.50384
  5376;  522.96; 1095.65;19.523; 0.135;  1.699; 1.420;      ; 0.069; 0.111;      ; 0.390; 0.373;  475.700;351.42717;+61.71154
  5377;  805.79;  281.82;20.118; 0.324;       ; 1.811;      ; 0.093;      ; 0.351; 0.590;-0.021;  475.730;351.18182;+61.37200
  5378;  581.16; 1144.02;14.717; 0.007;  0.778; 1.049; 0.424; 0.025; 0.026; 0.008; 1.020;-0.032;  475.739;351.37590;+61.73167
  5379;  629.47; 1173.91;14.927; 0.008;  1.023; 1.246; 0.300; 0.019; 0.022; 0.012; 0.960;-0.061;  475.762;351.33332;+61.74408
  5380;  825.53; 1229.85;20.675; 0.542;  1.331; 2.585;      ; 0.078; 0.301;      ; 0.550;-1.664;  475.763;351.16043;+61.76709
  5381; 1211.86; 1069.66;18.166; 0.052;  1.323; 1.876; 0.388; 0.024; 0.051; 0.184; 0.550;-0.081;  475.770;350.82148;+61.69909
  5382;  389.74;  854.61;19.403; 0.178;  0.872; 2.729;      ; 0.027; 0.078;      ; 0.520;-0.695;  475.801;351.54418;+61.61108
  5383;  392.12;  865.15;17.021; 0.025;  0.835; 1.146; 0.555; 0.047; 0.025; 0.115; 0.560;-0.014;  475.810;351.54211;+61.61547
  5384;  796.20; 1227.16;19.552; 0.161;  1.591; 1.845;      ; 0.053; 0.133;      ; 0.470;-0.943;  475.810;351.18629;+61.76603
  5385;  471.67;  473.13;16.111; 0.009;  1.047; 1.569; 0.486; 0.026; 0.013; 0.039; 0.490;-0.002;  475.814;351.47246;+61.45209
  5386;  382.57;  698.24;18.554; 0.085;  1.978; 2.852;      ; 0.022; 0.080;      ; 0.600;-0.169;  475.831;351.55035;+61.54590
  5387;  633.95; 1176.44;18.516; 0.115;  1.170; 1.868; 0.678; 0.083; 0.078; 0.444; 0.780; 0.526;  475.889;351.32937;+61.74513
  5388;  379.41;  737.71;19.043; 0.125;  1.682; 2.587;-0.178; 0.035; 0.092; 0.339; 0.570; 0.692;  475.901;351.55315;+61.56235
  5389; 1188.84; 1094.20;20.253; 0.246;  1.758; 2.192;-1.486; 0.088; 0.347; 0.197; 0.330; 0.023;  475.925;350.84151;+61.70942
  5390; 1170.82;  398.93;18.548; 0.079;  1.008; 1.680; 0.074; 0.045; 0.034; 0.145; 0.610;-0.483;  475.945;350.86327;+61.41971
  5391;  619.87; 1168.83;19.876; 0.228;  1.139; 2.632;-0.578; 0.046; 0.147; 0.331; 0.460;-1.091;  475.964;351.34178;+61.74198
