#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-15T04:47:24 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-15T04:47:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/124/1486/m4ubv&-order=I&-out=MKT&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=U-B&-out=e_U-B&-out=Note&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51241486
#Name: J/AJ/124/1486
#Title: M4 UBV color-magnitude diagrams (Mochejska+, 2002)
#INFO	ivoid=ivo://cds.vizier/j/aj/124/1486	    IVOID of underlying data collection
#INFO	creator=Mochejska B.J.	    First author or institution
#INFO	cites=bibcode:2002AJ....124.1486M	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2002	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/124/1486	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51241486	    Dataset identifier that can be used for citation
#INFO	publication_date=2023-04-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_124_1486_m4ubv:
#Name: J/AJ/124/1486/m4ubv
#Title: Astrometry and UBV photometry for 12121 stars in M4
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	MKT	(I5)	Sequential number, Cl* NGC 6121 MKT NNNNN in Simbad	[ucd=meta.record]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	rms uncertainty on Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	Note	(a14)	Hot subdwarf candidate (BN) or Variable (VNN) identification	[ucd=meta.note]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;MKT;Vmag;e_Vmag;B-V;e_B-V;U-B;e_U-B;Note;RAJ2000;DEJ2000
245.86861000;-26.47263000; 8210;21.806; 0.027; 1.758; 0.068;      ;      ;              ;245.868610;-26.472630
245.86773889;-26.52225000; 8213;19.343; 0.010; 1.169; 0.017; 0.621; 0.033;              ;245.867739;-26.522250
245.86810000;-26.50280000; 8216;17.186; 0.004; 0.855; 0.005; 0.125; 0.007;              ;245.868100;-26.502800
245.86753889;-26.53473000; 8217;21.005; 0.017; 1.581; 0.030;      ;      ;              ;245.867539;-26.534730
245.86710000;-26.56021000; 8218;17.514; 0.003; 0.921; 0.004; 0.163; 0.007;              ;245.867100;-26.560210
245.86814611;-26.50218000; 8220;18.689; 0.006; 1.050; 0.008; 0.362; 0.015;              ;245.868146;-26.502180
245.86772694;-26.52665000; 8222;15.960; 0.005; 1.073; 0.006; 0.457; 0.007;              ;245.867727;-26.526650
245.86890194;-26.46011000; 8225;18.729; 0.005; 1.049; 0.007; 0.390; 0.014;              ;245.868902;-26.460110
245.86743611;-26.54371000; 8228;18.055; 0.005; 0.937; 0.007; 0.197; 0.012;              ;245.867436;-26.543710
245.86754306;-26.54111000; 8233;18.317; 0.006; 1.115; 0.007; 0.503; 0.014;              ;245.867543;-26.541110
245.86799500;-26.51596000; 8235;18.586; 0.006; 1.034; 0.008; 0.321; 0.013;              ;245.867995;-26.515960
245.86827611;-26.50435000; 8237;18.047; 0.008; 0.972; 0.012; 0.183; 0.016;              ;245.868276;-26.504350
245.86761000;-26.54236000; 8238;18.400; 0.004; 0.990; 0.006; 0.242; 0.011;              ;245.867610;-26.542360
245.86828111;-26.50481000; 8242;17.146; 0.004; 0.865; 0.006; 0.139; 0.007;              ;245.868281;-26.504810
245.86743306;-26.55331000; 8244;20.147; 0.010; 1.327; 0.019; 0.945; 0.058;              ;245.867433;-26.553310
245.86678806;-26.58916000; 8245;20.484; 0.012; 1.412; 0.019; 1.226; 0.120;              ;245.866788;-26.589160
245.86703111;-26.57630000; 8248;18.927; 0.005; 1.067; 0.007; 0.473; 0.011;              ;245.867031;-26.576300
245.86782389;-26.53243000; 8250;18.857; 0.007; 1.150; 0.010; 0.546; 0.017;              ;245.867824;-26.532430
245.86803389;-26.52070000; 8251;21.734; 0.026; 2.042; 0.095;      ;      ;              ;245.868034;-26.520700
245.86803806;-26.52221000; 8254;18.337; 0.008; 0.975; 0.012; 0.228; 0.018;              ;245.868038;-26.522210
245.86811889;-26.51790000; 8257;20.088; 0.013; 1.349; 0.021; 0.990; 0.044;              ;245.868119;-26.517900
245.86836611;-26.50402000; 8259;17.629; 0.007; 0.907; 0.010; 0.125; 0.011;              ;245.868366;-26.504020
245.86846889;-26.49836000; 8261;18.262; 0.005; 0.961; 0.006; 0.249; 0.011;              ;245.868469;-26.498360
245.86768389;-26.54396000; 8262;18.662; 0.006; 1.031; 0.010; 0.335; 0.014;              ;245.867684;-26.543960
245.86699111;-26.58276000; 8265;17.079; 0.004; 0.859; 0.004; 0.151; 0.006;              ;245.866991;-26.582760
245.86821306;-26.51499000; 8268;19.929; 0.011; 1.323; 0.021;      ;      ;              ;245.868213;-26.514990
245.86749889;-26.55540000; 8270;19.369; 0.006; 1.323; 0.010; 0.884; 0.036;              ;245.867499;-26.555400
245.86802889;-26.52639000; 8271;16.686; 0.005; 0.884; 0.006; 0.147; 0.006;              ;245.868029;-26.526390
245.86925611;-26.45682000; 8274;21.338; 0.018; 0.805; 0.028; 0.092; 0.047;              ;245.869256;-26.456820
245.86833694;-26.51034000; 8278;17.292; 0.004; 0.872; 0.005; 0.120; 0.007;              ;245.868337;-26.510340
245.86860889;-26.49524000; 8279;19.220; 0.017; 1.218; 0.026; 0.596; 0.034;              ;245.868609;-26.495240
245.86872389;-26.48905000; 8280;18.202; 0.005; 0.965; 0.006; 0.225; 0.008;              ;245.868724;-26.489050
245.86923806;-26.46065000; 8283;18.243; 0.003; 0.979; 0.004; 0.248; 0.009;              ;245.869238;-26.460650
245.86798806;-26.53293000; 8285;17.100; 0.005; 0.858; 0.006; 0.133; 0.007;              ;245.867988;-26.532930
245.86847694;-26.50743000; 8289;19.506; 0.009; 1.217; 0.014; 0.687; 0.033;              ;245.868477;-26.507430
245.86841806;-26.51087000; 8290;20.469; 0.012; 1.085; 0.020; 0.326; 0.038;              ;245.868418;-26.510870
245.86783611;-26.54472000; 8295;18.118; 0.004; 0.957; 0.005; 0.210; 0.009;              ;245.867836;-26.544720
245.86877889;-26.49156000; 8296;19.546; 0.008; 1.221; 0.014; 0.772; 0.034;              ;245.868779;-26.491560
245.86915500;-26.47042000; 8298;17.803; 0.004; 0.932; 0.005; 0.175; 0.007;              ;245.869155;-26.470420
245.86830500;-26.51969000; 8300;18.296; 0.008; 0.991; 0.011;      ;      ;              ;245.868305;-26.519690
245.86812306;-26.52997000; 8301;20.306; 0.016; 1.377; 0.022;      ;      ;              ;245.868123;-26.529970
245.86865889;-26.50007000; 8302;18.729; 0.005; 1.050; 0.007; 0.393; 0.014;              ;245.868659;-26.500070
245.86734806;-26.57406000; 8304;14.662; 0.003; 1.171; 0.005; 0.609; 0.006;              ;245.867348;-26.574060
245.86890306;-26.48696000; 8308;17.864; 0.005; 0.897; 0.007; 0.159; 0.011;              ;245.868903;-26.486960
245.86767111;-26.55891000; 8309;19.351; 0.006; 1.171; 0.008; 0.608; 0.020;              ;245.867671;-26.558910
245.86897806;-26.48672000; 8313;18.990; 0.010; 1.080; 0.015; 0.512; 0.026;              ;245.868978;-26.486720
245.86705694;-26.59454000; 8315;17.134; 0.003; 0.851; 0.004; 0.170; 0.005;              ;245.867057;-26.594540
245.86782111;-26.55282000; 8319;16.838; 0.003; 0.905; 0.004; 0.190; 0.005;              ;245.867821;-26.552820
245.86825389;-26.52874000; 8322;17.018; 0.004; 0.860; 0.005; 0.146; 0.006;              ;245.868254;-26.528740
245.86775694;-26.55701000; 8323;18.929; 0.006; 1.082; 0.007; 0.445; 0.015;              ;245.867757;-26.557010
245.86848389;-26.51662000; 8325;18.693; 0.006; 1.048; 0.007; 0.358; 0.015;              ;245.868484;-26.516620
245.86798194;-26.54516000; 8327;20.842; 0.019; 1.026; 0.033; 0.366; 0.056;              ;245.867982;-26.545160
245.86858306;-26.51226000; 8330;16.717; 0.004; 0.863; 0.005; 0.133; 0.006;              ;245.868583;-26.512260
245.86776389;-26.55827000; 8332;19.541; 0.009; 1.367; 0.014; 0.827; 0.036;              ;245.867764;-26.558270
245.86773194;-26.56038000; 8335;16.917; 0.004; 0.914; 0.005; 0.197; 0.005;              ;245.867732;-26.560380
245.86846389;-26.51950000; 8336;18.979; 0.013; 1.461; 0.019;      ;      ;              ;245.868464;-26.519500
245.86807611;-26.54223000; 8338;19.498; 0.011; 1.199; 0.017;      ;      ;              ;245.868076;-26.542230
245.86821389;-26.53463000; 8340;19.494; 0.009; 1.200; 0.014;      ;      ;              ;245.868214;-26.534630
245.86729806;-26.58640000; 8342;17.961; 0.005; 0.930; 0.006; 0.195; 0.009;              ;245.867298;-26.586400
245.86819000;-26.53725000; 8345;21.304; 0.022; 1.576; 0.054;      ;      ;              ;245.868190;-26.537250
245.86723500;-26.59064000; 8346;17.651; 0.004; 0.889; 0.006; 0.168; 0.008;              ;245.867235;-26.590640
245.86888694;-26.49822000; 8349;17.602; 0.005; 0.880; 0.008; 0.146; 0.011;              ;245.868887;-26.498220
245.86869306;-26.50931000; 8350;21.040; 0.022; 1.551; 0.049;      ;      ;              ;245.868693;-26.509310
245.86845611;-26.52288000; 8351;17.332; 0.004; 0.884; 0.005; 0.118; 0.008;              ;245.868456;-26.522880
245.86941389;-26.46924000; 8357;17.968; 0.004; 0.947; 0.005; 0.176; 0.008;              ;245.869414;-26.469240
245.86826889;-26.53432000; 8359;18.295; 0.006; 0.952; 0.008; 0.227; 0.019;              ;245.868269;-26.534320
245.86947306;-26.46635000; 8361;20.449; 0.012; 1.422; 0.019; 1.206; 0.108;              ;245.869473;-26.466350
245.86842694;-26.52580000; 8362;17.277; 0.005; 0.924; 0.006; 0.169; 0.009;              ;245.868427;-26.525800
245.86814194;-26.54254000; 8364;17.728; 0.004; 0.905; 0.005; 0.168; 0.007;              ;245.868142;-26.542540
245.86807500;-26.54645000; 8366;20.139; 0.013; 1.340; 0.022; 1.223; 0.075;              ;245.868075;-26.546450
245.86947611;-26.46739000; 8368;20.121; 0.009; 1.376; 0.016; 1.015; 0.078;              ;245.869476;-26.467390
245.86976306;-26.45162000; 8373;19.264; 0.007; 1.135; 0.010; 0.639; 0.018;              ;245.869763;-26.451620
245.86895611;-26.49796000; 8376;16.853; 0.003; 0.847; 0.005; 0.133; 0.007;              ;245.868956;-26.497960
245.86872000;-26.51151000; 8378;18.095; 0.009; 0.950; 0.013; 0.220; 0.015;              ;245.868720;-26.511510
245.86780194;-26.56321000; 8383;16.685; 0.003; 0.931; 0.004; 0.210; 0.004;              ;245.867802;-26.563210
245.86974194;-26.45425000; 8387;21.170; 0.018; 1.534; 0.037;      ;      ;              ;245.869742;-26.454250
245.86810000;-26.54802000; 8388;13.420; 0.005; 1.296; 0.006; 0.871; 0.011;              ;245.868100;-26.548020
245.86833500;-26.53609000; 8392;19.572; 0.009; 1.216; 0.013; 0.793; 0.030;              ;245.868335;-26.536090
245.86944306;-26.47353000; 8394;19.034; 0.005; 1.110; 0.007; 0.506; 0.017;              ;245.869443;-26.473530
245.86861194;-26.52155000; 8397;19.694; 0.008; 1.227; 0.014; 0.853; 0.032;              ;245.868612;-26.521550
245.86812611;-26.54968000; 8401;16.962; 0.003; 0.892; 0.004; 0.173; 0.004;              ;245.868126;-26.549680
245.86874194;-26.51514000; 8404;16.904; 0.004; 0.923; 0.005; 0.139; 0.006;              ;245.868742;-26.515140
245.86827806;-26.54133000; 8406;18.074; 0.008; 0.959; 0.010; 0.194; 0.014;              ;245.868278;-26.541330
245.86877611;-26.51465000; 8409;17.891; 0.005; 0.927; 0.007; 0.148; 0.009;              ;245.868776;-26.514650
245.86973000;-26.46032000; 8410;21.483; 0.024; 1.705; 0.058;      ;      ;              ;245.869730;-26.460320
245.86938694;-26.48074000; 8412;20.991; 0.017; 1.612; 0.034;      ;      ;              ;245.869387;-26.480740
245.86853889;-26.52980000; 8414;17.704; 0.005; 0.888; 0.006; 0.162; 0.008;              ;245.868539;-26.529800
245.86937111;-26.48364000; 8415;17.499; 0.004; 0.869; 0.005; 0.124; 0.006;              ;245.869371;-26.483640
245.86852111;-26.53234000; 8418;19.597; 0.009; 1.215; 0.015; 0.867; 0.038;              ;245.868521;-26.532340
245.86967000;-26.46810000; 8420;20.053; 0.010; 1.337; 0.016; 1.069; 0.065;              ;245.869670;-26.468100
245.86933694;-26.48772000; 8423;16.004; 0.002; 1.047; 0.003; 0.418; 0.005;              ;245.869337;-26.487720
245.86870611;-26.52376000; 8424;18.572; 0.005; 1.037; 0.008; 0.341; 0.013;              ;245.868706;-26.523760
245.86868611;-26.52514000; 8426;20.074; 0.012; 1.328; 0.022; 1.090; 0.069;              ;245.868686;-26.525140
245.86855111;-26.53365000; 8430;16.209; 0.006; 1.115; 0.006; 0.657; 0.007;              ;245.868551;-26.533650
245.86915306;-26.50056000; 8435;19.195; 0.007; 1.137; 0.012; 0.633; 0.019;              ;245.869153;-26.500560
245.86895806;-26.51170000; 8437;16.781; 0.004; 0.882; 0.006; 0.117; 0.007;              ;245.868958;-26.511700
245.86893389;-26.51331000; 8438;18.828; 0.010; 1.113; 0.017; 0.375; 0.018;              ;245.868934;-26.513310
245.86773889;-26.58042000; 8440;17.422; 0.005; 0.892; 0.006; 0.169; 0.008;              ;245.867739;-26.580420
245.86868500;-26.52775000; 8442;16.525; 0.005; 0.902; 0.005; 0.187; 0.006;              ;245.868685;-26.527750
245.86864306;-26.53031000; 8444;20.704; 0.016; 1.581; 0.032;      ;      ;              ;245.868643;-26.530310
245.86847611;-26.54116000; 8446;17.272; 0.004; 0.886; 0.005; 0.133; 0.008;              ;245.868476;-26.541160
245.86844111;-26.54351000; 8447;18.404; 0.008; 0.995; 0.010; 0.314; 0.013;              ;245.868441;-26.543510
245.86757306;-26.59235000; 8448;21.486; 0.019; 1.683; 0.050;      ;      ;              ;245.867573;-26.592350
245.86937000;-26.49194000; 8451;17.157; 0.003; 0.866; 0.004; 0.104; 0.006;              ;245.869370;-26.491940
245.86778194;-26.58139000; 8452;21.974; 0.029; 1.721; 0.076;      ;      ;              ;245.867782;-26.581390
245.86871306;-26.53157000; 8456;18.237; 0.004; 0.954; 0.006; 0.223; 0.011;              ;245.868713;-26.531570
245.86896111;-26.51852000; 8460;16.068; 0.006; 1.054; 0.007; 0.417; 0.007;              ;245.868961;-26.518520
245.86790500;-26.57925000; 8466;16.638; 0.005; 0.894; 0.006; 0.200; 0.008;              ;245.867905;-26.579250
245.86995111;-26.46424000; 8467;21.005; 0.015; 1.611; 0.033;      ;      ;              ;245.869951;-26.464240
245.86952500;-26.48950000; 8469;17.643; 0.004; 0.890; 0.004; 0.129; 0.006;              ;245.869525;-26.489500
245.86839611;-26.55692000; 8471;17.488; 0.003; 0.926; 0.004; 0.180; 0.007;              ;245.868396;-26.556920
245.86862889;-26.54427000; 8474;18.124; 0.004; 0.954; 0.005; 0.207; 0.008;              ;245.868629;-26.544270
245.86817500;-26.56977000; 8477;20.155; 0.010; 1.324; 0.017; 1.058; 0.060;              ;245.868175;-26.569770
245.86838889;-26.55783000; 8478;17.620; 0.004; 0.923; 0.006; 0.167; 0.008;              ;245.868389;-26.557830
245.87020500;-26.45551000; 8481;21.857; 0.028; 1.828; 0.086;      ;      ;              ;245.870205;-26.455510
245.86925194;-26.51156000; 8482;17.616; 0.005; 0.886; 0.007; 0.156; 0.011;              ;245.869252;-26.511560
245.87021194;-26.45703000; 8485;17.463; 0.004; 0.905; 0.004; 0.151; 0.007;              ;245.870212;-26.457030
245.86911111;-26.52049000; 8486;19.764; 0.009; 1.352; 0.016; 1.017; 0.044;              ;245.869111;-26.520490
245.86953194;-26.49703000; 8489;16.439; 0.006; 0.907; 0.008; 0.206; 0.009;              ;245.869532;-26.497030
245.86840611;-26.56046000; 8490;17.276; 0.003; 0.902; 0.004; 0.161; 0.005;              ;245.868406;-26.560460
245.86886694;-26.53476000; 8493;18.734; 0.008; 1.006; 0.011; 0.401; 0.014;              ;245.868867;-26.534760
245.86976111;-26.48465000; 8494;19.411; 0.012; 1.223; 0.015; 0.727; 0.030;              ;245.869761;-26.484650
245.86922694;-26.51606000; 8497;18.918; 0.009; 1.073; 0.013; 0.454; 0.015;              ;245.869227;-26.516060
245.86802889;-26.58321000; 8499;17.625; 0.005; 0.903; 0.006; 0.168; 0.007;              ;245.868029;-26.583210
245.86963111;-26.49345000; 8501;19.125; 0.008; 1.126; 0.011; 0.554; 0.018;              ;245.869631;-26.493450
245.86945611;-26.50354000; 8503;16.244; 0.004; 1.062; 0.005; 0.380; 0.007;              ;245.869456;-26.503540
245.86824694;-26.57253000; 8505;18.507; 0.005; 0.997; 0.006; 0.315; 0.012;              ;245.868247;-26.572530
245.86957694;-26.49830000; 8507;19.279; 0.009; 1.169; 0.014; 0.575; 0.028;              ;245.869577;-26.498300
245.86895306;-26.53374000; 8509;15.393; 0.003; 1.093; 0.004; 0.410; 0.004;              ;245.868953;-26.533740
245.86784806;-26.59577000; 8513;18.589; 0.005; 0.994; 0.006; 0.345; 0.011;              ;245.867848;-26.595770
245.87042111;-26.45095000; 8514;18.143; 0.005; 0.932; 0.006; 0.198; 0.015;              ;245.870421;-26.450950
245.86852500;-26.55964000; 8516;18.402; 0.005; 1.353; 0.008; 1.209; 0.026;              ;245.868525;-26.559640
245.86844194;-26.56527000; 8518;19.998; 0.010; 1.353; 0.015; 0.984; 0.056;              ;245.868442;-26.565270
245.86928694;-26.51816000; 8519;16.470; 0.004; 0.897; 0.005; 0.174; 0.007;              ;245.869287;-26.518160
245.86787194;-26.59764000; 8522;17.186; 0.017; 0.850; 0.024;      ;      ;              ;245.867872;-26.597640
245.86921000;-26.52478000; 8525;16.727; 0.007; 0.864; 0.008; 0.161; 0.007;              ;245.869210;-26.524780
245.86865611;-26.55613000; 8529;19.385; 0.006; 1.176; 0.011; 0.642; 0.026;              ;245.868656;-26.556130
245.86962694;-26.50193000; 8532;19.752; 0.008; 1.239; 0.014; 0.914; 0.035;              ;245.869627;-26.501930
245.86914194;-26.52960000; 8533;20.191; 0.011; 1.390; 0.018; 1.126; 0.068;              ;245.869142;-26.529600
245.87053694;-26.45255000; 8539;18.664; 0.005; 1.020; 0.006; 0.349; 0.014;              ;245.870537;-26.452550
245.86932694;-26.52236000; 8541;19.675; 0.010; 1.239; 0.014; 0.897; 0.039;              ;245.869327;-26.522360
245.86924306;-26.52783000; 8542;18.490; 0.007; 1.012; 0.010; 0.274; 0.011;              ;245.869243;-26.527830
245.86969500;-26.50271000; 8544;18.534; 0.005; 1.024; 0.008; 0.322; 0.014;              ;245.869695;-26.502710
245.86919500;-26.53096000; 8545;19.460; 0.010; 1.162; 0.017;      ;      ;              ;245.869195;-26.530960
245.86977306;-26.49866000; 8549;16.478; 0.004; 0.896; 0.006; 0.180; 0.006;              ;245.869773;-26.498660
245.87044694;-26.46042000; 8552;18.573; 0.004; 1.038; 0.005; 0.271; 0.009;              ;245.870447;-26.460420
245.86968806;-26.50495000; 8554;18.010; 0.005; 0.943; 0.006; 0.197; 0.009;              ;245.869688;-26.504950
245.86887694;-26.55077000; 8555;20.895; 0.020; 1.529; 0.036;      ;      ;              ;245.868877;-26.550770
245.86913389;-26.53807000; 8557;17.238; 0.003; 0.873; 0.004; 0.153; 0.008;              ;245.869134;-26.538070
245.86907111;-26.54209000; 8559;18.980; 0.007; 1.097; 0.010; 0.458; 0.016;              ;245.869071;-26.542090
245.86967000;-26.50872000; 8562;16.446; 0.005; 0.936; 0.007; 0.217; 0.007;              ;245.869670;-26.508720
245.86949500;-26.51921000; 8563;16.656; 0.005; 0.887; 0.006; 0.146; 0.006;              ;245.869495;-26.519210
245.86962389;-26.51211000; 8566;17.931; 0.004; 0.912; 0.006; 0.172; 0.009;              ;245.869624;-26.512110
245.86962694;-26.51389000; 8568;15.130; 0.003; 1.110; 0.008; 0.525; 0.008;              ;245.869627;-26.513890
245.86931306;-26.53205000; 8570;18.499; 0.010; 1.078; 0.014; 0.445; 0.012;              ;245.869313;-26.532050
245.86934889;-26.53076000; 8571;18.262; 0.005; 0.985; 0.006; 0.205; 0.012;              ;245.869349;-26.530760
245.86845389;-26.58093000; 8573;21.597; 0.021; 1.587; 0.069;      ;      ;              ;245.868454;-26.580930
245.86867889;-26.56922000; 8575;19.149; 0.006; 1.119; 0.008; 0.517; 0.017;              ;245.868679;-26.569220
245.86833000;-26.58942000; 8578;18.712; 0.005; 1.038; 0.007; 0.348; 0.013;              ;245.868330;-26.589420
245.86846389;-26.58217000; 8579;20.239; 0.013; 1.347; 0.019; 1.116; 0.057;              ;245.868464;-26.582170
245.86955694;-26.52105000; 8580;17.999; 0.012; 1.087; 0.016; 0.409; 0.020;              ;245.869557;-26.521050
245.86953194;-26.52351000; 8582;19.578; 0.009; 1.206; 0.016; 0.847; 0.036;              ;245.869532;-26.523510
245.87007889;-26.49259000; 8583;19.753; 0.008; 1.262; 0.013; 0.781; 0.028;              ;245.870079;-26.492590
245.86949806;-26.52589000; 8586;17.920; 0.005; 0.901; 0.006; 0.139; 0.007;              ;245.869498;-26.525890
245.87054889;-26.46722000; 8589;19.399; 0.007; 1.176; 0.010; 0.641; 0.021;              ;245.870549;-26.467220
245.86997389;-26.50021000; 8591;16.965; 0.004; 0.877; 0.005; 0.131; 0.006;              ;245.869974;-26.500210
245.86927306;-26.53996000; 8597;19.035; 0.005; 1.106; 0.010; 0.499; 0.021;              ;245.869273;-26.539960
245.87044611;-26.47346000; 8598;18.493; 0.006; 1.015; 0.007; 0.307; 0.011;              ;245.870446;-26.473460
245.87000389;-26.49878000; 8600;17.028; 0.006; 1.022; 0.008; 0.479; 0.013;              ;245.870004;-26.498780
245.86834000;-26.59208000; 8601;19.408; 0.007; 1.158; 0.011; 0.646; 0.022;              ;245.868340;-26.592080
245.86898000;-26.55680000; 8604;17.841; 0.004; 0.945; 0.005; 0.167; 0.008;              ;245.868980;-26.556800
245.87047500;-26.47314000; 8605;18.351; 0.005; 1.001; 0.006; 0.271; 0.011;              ;245.870475;-26.473140
245.86852694;-26.58400000; 8607;20.909; 0.014; 1.100; 0.021; 0.597; 0.069;              ;245.868527;-26.584000
245.86954500;-26.52720000; 8608;16.322; 0.004; 1.017; 0.004; 0.334; 0.005;              ;245.869545;-26.527200
245.87063611;-26.46628000; 8611;17.661; 0.004; 0.910; 0.005; 0.142; 0.008;              ;245.870636;-26.466280
245.86961500;-26.52446000; 8615;16.667; 0.004; 0.859; 0.005; 0.125; 0.006;              ;245.869615;-26.524460
245.86916111;-26.55061000; 8617;21.106; 0.021; 1.726; 0.050;      ;      ;              ;245.869161;-26.550610
245.86837306;-26.59580000; 8620;19.950; 0.012; 1.272; 0.021; 0.990; 0.054;              ;245.868373;-26.595800
245.86945500;-26.53571000; 8623;18.099; 0.004; 0.924; 0.005; 0.183; 0.008;              ;245.869455;-26.535710
245.87062500;-26.46971000; 8625;18.952; 0.005; 1.088; 0.006; 0.507; 0.014;              ;245.870625;-26.469710
245.87080194;-26.45991000; 8627;18.992; 0.005; 1.088; 0.008; 0.514; 0.015;              ;245.870802;-26.459910
245.87041694;-26.48363000; 8629;19.797; 0.010; 1.260; 0.016; 0.821; 0.036;              ;245.870417;-26.483630
245.86972806;-26.52381000; 8632;20.373; 0.012; 1.400; 0.028;      ;      ;              ;245.869728;-26.523810
245.87011000;-26.50411000; 8633;16.386; 0.007; 0.997; 0.011; 0.313; 0.013;              ;245.870110;-26.504110
245.86931111;-26.54977000; 8635;19.438; 0.008; 1.160; 0.013; 0.676; 0.028;              ;245.869311;-26.549770
245.86986306;-26.52009000; 8637;18.356; 0.006; 1.011; 0.008; 0.287; 0.014;              ;245.869863;-26.520090
245.87030500;-26.49505000; 8638;20.122; 0.013; 1.423; 0.021; 1.020; 0.079;              ;245.870305;-26.495050
245.86970694;-26.52924000; 8641;20.645; 0.014; 1.485; 0.024; 1.441; 0.161;              ;245.869707;-26.529240
245.86940306;-26.54663000; 8643;19.337; 0.009; 1.231; 0.018; 0.599; 0.027;              ;245.869403;-26.546630
245.87021306;-26.50142000; 8645;19.370; 0.008; 1.353; 0.012; 0.974; 0.035;              ;245.870213;-26.501420
245.86983611;-26.52297000; 8648;16.839; 0.004; 0.873; 0.005; 0.141; 0.006;              ;245.869836;-26.522970
245.87093389;-26.46066000; 8650;19.458; 0.006; 1.335; 0.012; 1.063; 0.033;              ;245.870934;-26.460660
245.87073806;-26.47272000; 8651;20.101; 0.008; 1.310; 0.018; 1.016; 0.066;              ;245.870738;-26.472720
245.87066694;-26.47689000; 8652;20.421; 0.010; 1.448; 0.021; 1.222; 0.107;              ;245.870667;-26.476890
245.86870389;-26.58797000; 8654;17.556; 0.004; 0.886; 0.005; 0.145; 0.009;              ;245.868704;-26.587970
245.86894111;-26.57645000; 8657;20.699; 0.015; 1.525; 0.029;      ;      ;              ;245.868941;-26.576450
245.87004194;-26.51527000; 8659;16.468; 0.005; 0.898; 0.007; 0.175; 0.007;              ;245.870042;-26.515270
245.87021806;-26.50532000; 8660;20.308; 0.012; 1.457; 0.023; 1.072; 0.072;              ;245.870218;-26.505320
245.86929306;-26.55863000; 8663;15.750; 0.007; 1.129; 0.012; 0.452; 0.015;              ;245.869293;-26.558630
245.87053111;-26.49041000; 8666;18.550; 0.005; 1.006; 0.006; 0.316; 0.011;              ;245.870531;-26.490410
